類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,股票ETF及指數型基金申購/買回交易費_累積金額,股票ETF及指數型基金申購/買回交易費_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,保證費_累積金額,保證費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
AA2,76332943,統一全球智聯網AIoT基金,3621889,0.08%,3417239,0.08%,0,0.00%,85273350,2.00%,11511909,0.27%,0,0.00%,479291,0.01%,104303678,2.45%
AH22,93106366,統一彭博美國20年期以上公債ETF基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,4633604,0.03%,3899509,0.03%,0,0.00%,945548,0.01%,9478661,0.06%
AA1,93110333,統一台灣高息優選基金 (本基金之配息來源可能為本金及收益平準金),16660157,0.17%,10729836,0.11%,0,0.00%,48333316,0.49%,4531247,0.05%,0,0.00%,84700,0.00%,80339256,0.81%
AA1,974018,富邦基金,6042391,0.35%,10302285,0.59%,0,0.00%,18157114,1.04%,2615501,0.15%,0,0.00%,225755,0.01%,37343046,2.14%
AA1,92002384,富邦精準基金,4914543,0.30%,8154415,0.50%,0,0.00%,24484368,1.50%,2448450,0.15%,0,0.00%,225755,0.01%,40227531,2.47%
AA1,92010477,富邦長紅基金,5646423,0.38%,9326424,0.62%,0,0.00%,24011380,1.60%,2251058,0.15%,0,0.00%,225745,0.02%,41461030,2.76%
AD1,97980579,富邦吉祥貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,36335505,0.09%,18176053,0.05%,0,0.00%,1956031,0.00%,56467589,0.14%
AA1,20089755,富邦精銳中小基金,3833463,0.32%,6511502,0.54%,0,0.00%,19413163,1.60%,1819986,0.15%,0,0.00%,225770,0.02%,31803884,2.62%
AA1,81585475,富邦高成長基金,5109207,0.29%,8722195,0.50%,0,0.00%,27941241,1.60%,2619481,0.15%,0,0.00%,225630,0.01%,44617754,2.55%
AA1,83864683,富邦科技基金,1645222,0.31%,2636499,0.50%,0,0.00%,8440897,1.60%,791341,0.15%,0,0.00%,99730,0.02%,13613689,2.58%
AA1,17148301,富邦台灣心基金,2505020,0.38%,4149826,0.64%,0,0.00%,10450509,1.60%,979743,0.15%,0,0.00%,162685,0.02%,18247783,2.79%
AG,99991502,富邦全球不動產基金,114661,0.07%,50343,0.03%,0,0.00%,2349830,1.50%,375970,0.24%,0,0.00%,99761,0.06%,2990565,1.91%
AH11,48790067,富邦台灣科技指數基金,5973639,0.11%,13232181,0.23%,18464103,0.33%,8473910,0.15%,1977254,0.04%,0,0.00%,2726776,0.05%,13919657,0.25%
AA2,48908684,富邦大中華成長基金,2457947,0.27%,1765485,0.19%,0,0.00%,16231007,1.75%,2411467,0.26%,0,0.00%,278447,0.03%,23144353,2.50%
AH11,48975156,富邦台灣ETF傘型基金之富邦台灣摩根指數股票型基金,15235,0.01%,17288,0.01%,0,0.00%,208205,0.15%,48575,0.04%,0,0.00%,2729967,1.97%,3019270,2.18%
AC21,26275812,富邦全球投資等級債券基金,329997,0.04%,4319,0.00%,0,0.00%,7054386,0.80%,2209526,0.25%,0,0.00%,136118,0.02%,9734346,1.10%
AH21,26334740,富邦上証180基金,3658252,0.07%,658128,0.01%,2711495,0.05%,53549191,0.99%,5409015,0.10%,0,0.00%,3505783,0.06%,64068874,1.18%
AH11,31840182,富邦台灣釆吉50基金,22449153,0.04%,13432384,0.02%,23766099,0.04%,81995649,0.15%,19132318,0.04%,0,0.00%,23623426,0.04%,136866831,0.25%
AC21,31946404,富邦中國債券傘型之富邦中國優質債券基金 (本基金之配息來源可能為本金),7851,0.00%,1228,0.00%,0,0.00%,3336730,0.98%,834183,0.25%,0,0.00%,116536,0.03%,4296528,1.26%
AC23,31946426,富邦中國債券傘型之富邦中國非投資等級債券基金 (本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,4906077,1.47%,817680,0.25%,0,0.00%,785173,0.24%,6508930,1.95%
AD2,38583188,富邦中國貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,2409866,0.40%,662726,0.11%,0,0.00%,134531,0.02%,3207123,0.53%
AH23,38633011,富邦中國ETF傘型基金之富邦上証180單日正向兩倍基金,84412280,0.82%,94720,0.00%,7593455,0.07%,88722283,0.86%,23722235,0.23%,0,0.00%,4643917,0.05%,194001980,1.88%
AH23,38633027,富邦中國ETF傘型基金之富邦上証180單日反向一倍基金,1240981,0.42%,18110,0.01%,15555,0.01%,2939463,0.99%,682895,0.23%,0,0.00%,1053995,0.35%,5919889,1.99%
AJ2,38653992,富邦中國多重資產型基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),588559,0.31%,339265,0.18%,0,0.00%,2703768,1.41%,480328,0.25%,0,0.00%,373820,0.19%,4485740,2.33%
AH21,42302273,富邦深証100基金,791412,0.05%,291827,0.02%,1783746,0.11%,16589785,0.99%,1675741,0.10%,0,0.00%,2287924,0.14%,19852943,1.18%
AH23,42319561,富邦日本ETF傘型基金之富邦日本東証單日正向兩倍基金 (本基金採匯率避險),366925,0.07%,0,0.00%,764033,0.14%,4947858,0.93%,1117272,0.21%,0,0.00%,380909,0.07%,6048931,1.14%
AH23,42319582,富邦日本ETF傘型基金之富邦日本東証單日反向一倍基金 (本基金採匯率避險),170852,0.05%,0,0.00%,59073,0.02%,3688054,0.99%,670539,0.18%,0,0.00%,294175,0.08%,4764547,1.28%
AH21,42328908,富邦日本東証基金 (本基金採匯率避險),3335627,0.30%,0,0.00%,3084784,0.28%,5565891,0.50%,2226356,0.20%,0,0.00%,1021242,0.09%,9064332,0.81%
AH21,42376963,富邦印度ETF傘型基金之富邦印度NIFTY基金,1021322,0.09%,1026676,0.09%,2648581,0.25%,10702182,0.99%,2810674,0.26%,0,0.00%,4163975,0.39%,17076248,1.58%
AH23,42376984,富邦印度ETF傘型基金之富邦印度NIFTY單日反向一倍基金,341006,0.16%,0,0.00%,62315,0.03%,1819067,0.86%,486082,0.23%,0,0.00%,1178056,0.56%,3761896,1.78%
AH23,42376990,富邦印度ETF傘型基金之富邦印度NIFTY單日正向兩倍基金,2475848,0.32%,0,0.00%,1858884,0.24%,7352349,0.95%,1771620,0.23%,0,0.00%,1317608,0.17%,11058541,1.44%
AH21,42399305,富邦NASDAQ-100基金,34194054,0.22%,163912,0.00%,41306132,0.26%,47397624,0.30%,33178320,0.21%,0,0.00%,12979384,0.08%,86607162,0.55%
AH23,42404567,富邦恒生國企ETF傘型基金之富邦恒生國企單日反向一倍基金,250233,0.21%,0,0.00%,21323,0.02%,1027926,0.85%,205582,0.17%,0,0.00%,656131,0.54%,2118549,1.75%
AH23,42404573,富邦恒生國企ETF傘型基金之富邦恒生國企單日正向兩倍基金,12354087,0.38%,0,0.00%,7988291,0.25%,27473441,0.85%,5494695,0.17%,0,0.00%,2174847,0.07%,39508779,1.22%
AH13,42450837,富邦臺灣加權ETF傘型基金之富邦臺灣加權單日正向兩倍基金,1375155,0.07%,2033636,0.11%,798235,0.04%,11310067,0.59%,768628,0.04%,0,0.00%,950350,0.05%,15639601,0.81%
AH13,42450843,富邦臺灣加權ETF傘型基金之富邦臺灣加權單日反向一倍基金,507915,0.04%,733791,0.05%,84536,0.01%,7033793,0.52%,546095,0.04%,0,0.00%,893408,0.07%,9630466,0.71%
AH23,42441704,富邦NASDAQ-100 ETF傘型基金之富邦NASDAQ-100單日反向一倍基金 (本基金採匯率避險),388802,0.01%,0,0.00%,870205,0.03%,21613384,0.81%,4788066,0.18%,0,0.00%,2570833,0.10%,28490880,1.07%
AH23,42441710,富邦NASDAQ-100 ETF傘型基金之富邦NASDAQ-100單日正向兩倍基金 (本基金採匯率避險),1328141,0.02%,0,0.00%,4437692,0.08%,50324015,0.89%,11367972,0.20%,0,0.00%,4956700,0.09%,63539136,1.12%
AJ2,42479095,富邦歐亞絲路多重資產型基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),467059,0.27%,245967,0.14%,0,0.00%,2672262,1.52%,473151,0.27%,0,0.00%,157843,0.09%,4016282,2.29%
AH11,42482423,富邦臺灣公司治理100基金,6963332,0.04%,7338235,0.04%,3981385,0.02%,28903110,0.15%,6744051,0.04%,0,0.00%,4368685,0.02%,50336028,0.26%
AH22,42519239,富邦美國政府債券ETF傘型基金之富邦美國政府債券1-3年期基金,0,0.00%,0,0.00%,0,0.00%,3419559,0.08%,2986804,0.07%,0,0.00%,1987482,0.05%,8393845,0.19%
AH22,42519245,富邦美國政府債券ETF傘型基金之富邦美國政府債券7-10年期基金,0,0.00%,0,0.00%,0,0.00%,1694067,0.20%,1439955,0.17%,0,0.00%,840115,0.10%,3974137,0.47%
AH22,42519250,富邦美國政府債券ETF傘型基金之富邦美國政府債券20年期以上基金,0,0.00%,0,0.00%,0,0.00%,24102924,0.10%,14461750,0.06%,0,0.00%,8828850,0.04%,47393524,0.20%
AH21,42464918,富邦恒生國企ETF基金,209585,0.08%,166085,0.06%,200012,0.08%,1283635,0.50%,462115,0.18%,0,0.00%,702183,0.27%,2623591,1.02%
AH21,42529243,富邦富時歐洲ETF基金,141771,0.05%,12398,0.00%,75629,0.02%,1512921,0.50%,877499,0.29%,0,0.00%,285767,0.09%,2754727,0.91%
AH21,42546448,富邦標普美國特別股ETF基金,1417646,0.04%,7353,0.00%,0,0.00%,19258670,0.60%,6419558,0.20%,0,0.00%,2149760,0.07%,29252987,0.91%
AH22,42550548,富邦中國政策金融債券ETF基金,0,0.00%,0,0.00%,0,0.00%,35443737,0.30%,14177505,0.12%,0,0.00%,5711006,0.05%,55332248,0.47%
AH11,72949931,富邦道瓊臺灣優質高息30ETF基金,3192923,0.18%,5478051,0.31%,1127501,0.06%,8077620,0.45%,628258,0.04%,0,0.00%,1240901,0.07%,17490252,0.97%
AH11,72960132,富邦臺灣中小A級動能50ETF基金,10785465,0.73%,17638663,1.19%,5056425,0.34%,5833494,0.39%,517197,0.04%,0,0.00%,1237827,0.08%,30956221,2.09%
AH22,72963525,富邦全方位入息ETF傘型基金之富邦彭博優選1-5年非投資等級債券ETF基金 (本基金主要係投資於非投資等級之高風險債券),0,0.00%,0,0.00%,0,0.00%,1523612,0.40%,609438,0.16%,0,0.00%,991282,0.26%,3124332,0.82%
AH22,72963546,富邦全方位入息ETF傘型基金之富邦彭博10年期(以上)BBB美元息收公司債券ETF基金,0,0.00%,0,0.00%,0,0.00%,79118487,0.20%,31647396,0.08%,0,0.00%,10509579,0.03%,121275462,0.31%
AH22,73626500,富邦多元收益ETF傘型基金之富邦彭博9-35年A級美元息收公司債券ETF基金,0,0.00%,0,0.00%,0,0.00%,128422720,0.18%,35672980,0.05%,0,0.00%,16800542,0.02%,180896242,0.25%
AC21,72968140,富邦六年到期新興市場債券基金 (本基金有相當比重投資於非投資等級之高風險債券),0,0.00%,0,0.00%,0,0.00%,13252370,0.69%,2271834,0.12%,0,0.00%,138615,0.01%,15662819,0.82%
AJ2,73712293,富邦AI智能新趨勢多重資產型基金 (本基金有相當比重投資於非投資等級之高風險債券),5266660,0.23%,4849037,0.22%,0,0.00%,39244091,1.75%,6061907,0.27%,0,0.00%,500434,0.02%,55922129,2.49%
AH21,74721518,富邦多元收益ⅡETF傘型基金之富邦中國中証中小500ETF基金,111345,0.06%,50273,0.03%,53171,0.03%,1938945,0.99%,195846,0.10%,0,0.00%,1642634,0.84%,3885872,1.98%
AH22,74721545,富邦多元收益ⅡETF傘型基金之富邦中國美元投資等級債券ETF基金,0,0.00%,0,0.00%,0,0.00%,438356,0.40%,142468,0.13%,0,0.00%,150989,0.14%,731813,0.67%
AH22,74721600,富邦多元收益ⅡETF傘型基金之富邦全球金融業10年以上美元投等債券ETF基金,0,0.00%,0,0.00%,0,0.00%,55784875,0.20%,16735452,0.06%,0,0.00%,10194391,0.04%,82714718,0.30%
AH22,76311594,富邦多元收益ⅢETF傘型基金之富邦彭博歐洲區美元7-15年期銀行債ETF基金,0,0.00%,0,0.00%,0,0.00%,10906682,0.40%,4630817,0.17%,0,0.00%,1878709,0.07%,17416208,0.64%
AH22,76311692,富邦多元收益ⅢETF傘型基金之富邦中國以外新興市場美元5年以上投資等級債券ETF基金,0,0.00%,0,0.00%,0,0.00%,18807039,0.30%,6269018,0.10%,0,0.00%,2671992,0.04%,27748049,0.44%
AA1,88095396,富邦台灣高股息基金,5741408,0.33%,10144879,0.58%,0,0.00%,26245936,1.50%,2099680,0.12%,0,0.00%,225905,0.01%,44457808,2.54%
AH21,88173189,富邦富時越南ETF基金,30963614,0.12%,6204845,0.02%,37816022,0.15%,250783750,0.99%,58262893,0.23%,0,0.00%,27974839,0.11%,336373919,1.33%
AH11,88183736,富邦台灣核心半導體ETF基金,5824604,0.07%,12459605,0.14%,9443545,0.11%,34732783,0.40%,3039128,0.04%,0,0.00%,7473192,0.09%,54085767,0.62%
AH21,88194950,富邦未來車ETF基金,10294231,0.16%,3525795,0.05%,10517342,0.16%,58791596,0.90%,13064798,0.20%,0,0.00%,4713615,0.07%,79872693,1.22%
AH21,88234242,富邦基因免疫生技ETF基金,4064781,0.18%,1003703,0.04%,1772767,0.08%,19685420,0.85%,4631854,0.20%,0,0.00%,2428156,0.10%,30041147,1.30%
AH11,88254540,富邦特選台灣高股息30ETF基金,149499309,0.44%,251366220,0.75%,65394855,0.19%,100930986,0.30%,11775296,0.04%,0,0.00%,12849605,0.04%,461026561,1.37%
AH21,88261140,富邦元宇宙ETF基金,6575939,0.17%,1265245,0.03%,4046473,0.10%,31215900,0.80%,7803972,0.20%,0,0.00%,3827127,0.10%,46641710,1.20%
AH21,88313560,富邦全球入息不動產與基礎建設ETF基金,1981623,0.31%,1123529,0.17%,900668,0.14%,4182483,0.65%,1158221,0.18%,0,0.00%,1023938,0.16%,8569126,1.33%
AH21,88332996,富邦全球ESG綠色電力ETF基金,587207,0.26%,119412,0.05%,759469,0.34%,2005317,0.90%,445632,0.20%,0,0.00%,1133403,0.51%,3531502,1.59%
AJ2,88323238,富邦台美雙星多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),3141792,0.23%,1991702,0.15%,0,0.00%,22394473,1.63%,3563900,0.26%,0,0.00%,274665,0.02%,31366532,2.29%
AI2,88386612,富邦美國通膨連結公債指數基金 (本基金配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,1394152,0.25%,464716,0.08%,0,0.00%,356434,0.06%,2215302,0.39%
AA1,1032162,摩根台灣增長基金,144289,0.01%,663735,0.05%,0,0.00%,16419675,1.20%,2736607,0.20%,0,0.00%,225647,0.02%,20189953,1.48%
AA2,92005896,摩根新興日本基金,186654,0.03%,0,0.00%,0,0.00%,9626524,1.50%,1411907,0.22%,0,0.00%,191414,0.03%,11416499,1.78%
AA1,92012025,摩根新興科技基金,4990408,0.09%,15583132,0.28%,0,0.00%,82959804,1.50%,7767520,0.14%,0,0.00%,300947,0.01%,111601811,2.01%
AA2,92023780,摩根亞洲基金,1506741,0.03%,4103193,0.09%,0,0.00%,78109709,1.75%,11625714,0.26%,0,0.00%,1431386,0.03%,96776743,2.16%
AD1,97991668,摩根第一貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,2808200,0.08%,1755122,0.05%,0,0.00%,511561,0.01%,5074883,0.14%
AA2,97999612,摩根龍揚基金,2547298,0.05%,4985563,0.09%,0,0.00%,94683589,1.75%,14067288,0.26%,0,0.00%,1065176,0.02%,117348914,2.17%
AA2,20096209,摩根東方科技基金,2744111,0.08%,4551115,0.14%,0,0.00%,57726538,1.75%,8580491,0.26%,0,0.00%,1023228,0.03%,74625483,2.26%
AA2,73980092,摩根大歐洲基金,2146065,0.07%,7042106,0.23%,0,0.00%,53335597,1.75%,9146046,0.30%,0,0.00%,371984,0.01%,72041798,2.36%
AA1,73989501,摩根中小基金,1148589,0.10%,3751735,0.33%,0,0.00%,18387656,1.60%,1723836,0.15%,0,0.00%,188977,0.02%,25200793,2.19%
AB1,18036846,摩根平衡基金,1974954,0.08%,5777666,0.22%,0,0.00%,24334382,0.94%,3102456,0.12%,0,0.00%,316238,0.01%,35505696,1.37%
AB2,99181637,摩根全球平衡基金,89023,0.01%,89083,0.01%,0,0.00%,10890317,1.50%,1089036,0.15%,0,0.00%,644197,0.09%,12801656,1.76%
AA2,29245757,摩根全球創新成長基金,905157,0.03%,2260965,0.07%,0,0.00%,37503011,1.22%,7845739,0.26%,0,0.00%,428668,0.01%,48943540,1.60%
AB2,21704027,摩根亞太高息平衡基金 (本基金之配息來源可能為本金),180040,0.02%,414163,0.05%,0,0.00%,12217874,1.50%,1466143,0.18%,0,0.00%,608745,0.07%,14886965,1.83%
AA2,48727760,摩根絕對日本基金,373602,0.05%,0,0.00%,0,0.00%,16595894,2.00%,1410661,0.17%,0,0.00%,163886,0.02%,18544043,2.23%
AA2,48768614,摩根新興35基金,1777642,0.04%,2602527,0.06%,0,0.00%,91560794,2.00%,14425080,0.32%,0,0.00%,1379102,0.03%,111745145,2.44%
AA2,48974190,摩根新絲路基金,216749,0.04%,583447,0.10%,0,0.00%,11559306,2.00%,1618313,0.28%,0,0.00%,913999,0.16%,14891814,2.58%
AA2,10313109,摩根東方內需機會基金,307949,0.03%,808750,0.09%,0,0.00%,16315741,1.75%,2610529,0.28%,0,0.00%,773533,0.08%,20816502,2.23%
AA2,10348445,摩根金龍收成基金,251727,0.05%,504831,0.10%,0,0.00%,9148699,1.75%,1359237,0.26%,0,0.00%,437361,0.08%,11701855,2.24%
AA2,25627402,摩根中國亮點基金,524114,0.04%,1013683,0.07%,0,0.00%,26795915,1.80%,3721654,0.25%,0,0.00%,715596,0.05%,32770962,2.20%
AA1,25636367,摩根台灣金磚基金,2875081,0.10%,8956220,0.32%,0,0.00%,45089366,1.59%,4241499,0.15%,0,0.00%,251000,0.01%,61413166,2.17%
AA2,25684986,摩根新金磚五國基金,232414,0.03%,382788,0.05%,0,0.00%,14873131,2.00%,2305338,0.31%,0,0.00%,965073,0.13%,18758744,2.52%
AE22,26279269,摩根總收益組合基金 (本基金之配息來源可能為本金),24158,0.00%,0,0.00%,0,0.00%,533278,0.06%,1187405,0.13%,0,0.00%,197306,0.02%,1942147,0.21%
AC23,26376229,摩根亞洲總合非投資等級債券基金 (本基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,17536360,1.48%,2688891,0.23%,0,0.00%,448255,0.04%,20673506,1.74%
AA2,31944996,摩根中國A股基金,10706089,0.09%,6923029,0.06%,0,0.00%,220643762,1.78%,31919314,0.26%,0,0.00%,1770229,0.01%,271962423,2.19%
AA2,38532914,摩根泛亞太股票入息基金 (本基金之配息來源可能為本金),194917,0.03%,419969,0.07%,0,0.00%,11087044,1.78%,1724658,0.28%,0,0.00%,623900,0.10%,14050488,2.25%
AE23,38612682,摩根多元入息成長基金 (本基金之配息來源可能為本金),343115,0.00%,6528,0.00%,0,0.00%,8393294,0.10%,12700370,0.15%,0,0.00%,373300,0.00%,21816607,0.25%
AB2,42299565,摩根新興雙利平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),143274,0.04%,308239,0.08%,0,0.00%,6366261,1.68%,973661,0.26%,0,0.00%,776887,0.20%,8568322,2.26%
AB2,42319892,摩根中國雙息平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2299982,0.06%,3014838,0.07%,0,0.00%,65119404,1.58%,10581903,0.26%,0,0.00%,1507851,0.04%,82523978,2.00%
AA2,42381001,摩根環球股票收益基金 (本基金之配息來源可能為本金),759464,0.04%,644533,0.03%,0,0.00%,31837126,1.58%,5571508,0.28%,0,0.00%,267943,0.01%,39080574,1.94%
AA1,973762,華南永昌永昌基金,9898799,0.88%,15040573,1.33%,0,0.00%,13532073,1.20%,1578730,0.14%,0,0.00%,474369,0.04%,40524544,3.59%
AD1,97971760,華南永昌鳳翔貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,18244030,0.06%,12162684,0.04%,0,0.00%,46099915,0.15%,76506629,0.25%
AD1,13989817,華南永昌麒麟貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,7085399,0.10%,2834159,0.04%,0,0.00%,10828806,0.15%,20748364,0.29%
AA2,48824897,華南永昌全球精品基金,1072271,0.21%,107073,0.02%,0,0.00%,10183858,2.00%,1323907,0.26%,0,0.00%,245245,0.05%,12932354,2.54%
AA2,38546656,華南永昌中國A股基金,537833,0.11%,289241,0.06%,0,0.00%,8858383,1.80%,1230340,0.25%,0,0.00%,286661,0.06%,11202458,2.28%
AB2,38618790,華南永昌多重資產入息平衡基金 (本基金之配息來源可能為本金),494372,0.09%,152665,0.03%,0,0.00%,8719695,1.50%,1453285,0.25%,0,0.00%,318062,0.05%,11138079,1.92%
AA2,42333698,華南永昌全球物聯網精選基金,686923,0.28%,92107,0.04%,0,0.00%,3956837,1.60%,642979,0.26%,0,0.00%,176121,0.07%,5554967,2.25%
AE21,42527673,華南永昌Shiller US CAPE ETF組合基金 (本基金之配息來源可能為本金),735660,0.23%,3756,0.00%,0,0.00%,4440207,1.40%,475744,0.15%,0,0.00%,186828,0.06%,5842195,1.84%
AJ2,76871420,華南永昌低波動多重資產基金,1222128,0.17%,48747,0.01%,0,0.00%,11646211,1.60%,1601364,0.22%,0,0.00%,177488,0.02%,14695938,2.02%
AE23,88234279,華南永昌實質豐收組合基金 (本基金有相當比重投資於持有非投資等級高風險債券之基金且配息來源可能為本金),760456,0.25%,4913,0.00%,0,0.00%,3672888,1.20%,428496,0.14%,0,0.00%,209138,0.07%,5075891,1.66%
AI2,88342452,華南永昌全球碳中和趨勢指數基金,630362,0.25%,212578,0.08%,0,0.00%,3079732,1.20%,641608,0.25%,0,0.00%,852035,0.33%,5416315,2.11%
AI1,88342468,華南永昌台灣環境永續高股息指數基金,3219180,0.86%,7833758,2.09%,0,0.00%,3000218,0.80%,562537,0.15%,0,0.00%,732914,0.20%,15348607,4.09%
AC21,88399742,華南永昌全球投資等級債券基金 (本基金配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,12975617,0.86%,2162607,0.14%,0,0.00%,523254,0.03%,15661478,1.04%
AA1,93150600,華南永昌未來科技基金,1478474,0.06%,0,0.00%,0,0.00%,4149268,0.17%,403070,0.02%,0,0.00%,246450,0.01%,6277262,0.25%
AA1,974241,新光台灣富貴基金,6070386,0.63%,9440150,0.98%,0,0.00%,11511056,1.20%,1438890,0.15%,0,0.00%,220500,0.02%,28680982,2.99%
AD1,97988122,新光吉星貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,25615332,0.10%,10246132,0.04%,0,0.00%,1892713,0.01%,37754177,0.15%
AA1,81585242,新光創新科技基金,16867568,0.78%,26187549,1.22%,0,0.00%,34452315,1.60%,3014582,0.14%,0,0.00%,220510,0.01%,80742524,3.75%
AA1,73998071,新光店頭基金,4156552,0.86%,6332678,1.31%,0,0.00%,7711670,1.60%,722961,0.15%,0,0.00%,201350,0.04%,19125211,3.97%
AA1,13986924,新光大三通基金,6620927,0.86%,10154321,1.31%,0,0.00%,12372016,1.60%,1159862,0.15%,0,0.00%,220500,0.03%,30527626,3.95%
AA2,25515841,新光中國成長基金,3667997,0.87%,0,0.00%,0,0.00%,7563894,1.80%,1095326,0.26%,0,0.00%,381293,0.09%,12708510,3.02%
AF,38530486,新光澳幣十年期保本基金 (保護型保本基金；保本比率為本金之100%，但投資人於基金到期日前提出買回申請，到期前之買回淨值不保證會高於基金保本率或發行價格；本基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,0,0.00%,417594,0.08%,0,0.00%,147653,0.03%,565247,0.11%
AA2,38600433,新光全球生技醫療基金,8037853,0.93%,505208,0.06%,0,0.00%,15554134,1.80%,2592364,0.30%,0,0.00%,221748,0.03%,26911307,3.11%
AB2,42384458,新光美國豐收平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),40222,0.01%,0,0.00%,0,0.00%,10376850,1.65%,1635141,0.26%,0,0.00%,224981,0.04%,12277194,1.95%
AC21,42443463,新光全球債券基金 (本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,6969862,1.00%,1115099,0.16%,0,0.00%,237768,0.03%,8322729,1.19%
AC21,72952267,新光六年到期全球新興市場債券基金 (本基金有相當比重投資於非投資等級之高風險債券),0,0.00%,0,0.00%,0,0.00%,3507495,0.60%,701498,0.12%,0,0.00%,221972,0.04%,4430965,0.76%
AA2,73706623,新光全球AI新創產業基金,7898563,0.54%,379737,0.03%,0,0.00%,29205728,2.00%,3796743,0.26%,0,0.00%,228358,0.02%,41509129,2.84%
AH22,74708894,新光全方位收益ETF傘型基金之新光富時15年以上特選產業美元投資等級債券ETF基金,0,0.00%,0,0.00%,0,0.00%,10680016,0.34%,4654633,0.15%,0,0.00%,1654044,0.05%,16988693,0.54%
AH22,75968381,新光精選收益ETF傘型基金之新光美國政府1至3年期債券ETF基金,0,0.00%,0,0.00%,0,0.00%,643346,0.12%,536102,0.10%,0,0.00%,399121,0.07%,1578569,0.29%
AH22,76307395,新光首選收益傘型基金之新光15年期(以上)美元金融債券ETF基金,0,0.00%,0,0.00%,0,0.00%,16617309,0.20%,8308627,0.10%,0,0.00%,2769287,0.03%,27695223,0.33%
AA2,76307521,新光全球特別股收益基金 (本基金之配息來源可能為本金),1056923,0.53%,35971,0.02%,0,0.00%,3386436,1.70%,537862,0.27%,0,0.00%,224618,0.11%,5241810,2.63%
AH22,76492552,新光優質收益ETF傘型基金之新光15年期(以上)A-BBB美元電信債券ETF基金,0,0.00%,0,0.00%,0,0.00%,30604207,0.20%,9181250,0.06%,0,0.00%,4559312,0.03%,44344769,0.29%
AC21,76861627,新光新興富域國家債券基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,4848931,1.50%,840472,0.26%,0,0.00%,226495,0.07%,5915898,1.83%
AA2,78704722,新光全球宅經濟基金,688597,0.53%,30266,0.02%,0,0.00%,2579263,2.00%,348203,0.27%,0,0.00%,221834,0.17%,3868163,3.00%
AI2,88125080,新光恒生科技指數基金,365497,0.05%,34726,0.00%,0,0.00%,11064818,1.50%,1475305,0.20%,0,0.00%,727036,0.10%,13667382,1.85%
AC21,88185328,新光再生環境債券基金 (本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金；本基金非屬環境、社會及治理相關主題基金),0,0.00%,0,0.00%,0,0.00%,5103983,1.50%,884694,0.26%,0,0.00%,244258,0.07%,6232935,1.83%
AH11,88265048,新光臺灣全市場半導體精選30ETF基金,1084733,0.07%,2430049,0.15%,2342217,0.15%,6344222,0.40%,555117,0.04%,0,0.00%,1276036,0.08%,9347940,0.59%
AA1,88316721,新光臺灣高股息基金,956290,0.44%,1939448,0.89%,0,0.00%,3282360,1.50%,328237,0.15%,0,0.00%,200330,0.09%,6706665,3.06%
AH21,88392728,新光標普電動車ETF基金,974613,0.54%,0,0.00%,573141,0.32%,1228807,0.68%,273060,0.15%,0,0.00%,1273030,0.71%,3176369,1.76%
AJ2,88388506,新光全球多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),155327,0.02%,0,0.00%,0,0.00%,7670352,1.22%,1107932,0.18%,0,0.00%,237854,0.04%,9171465,1.45%
AC21,93100813,新光四年到期美國投資等級債券基金 (本基金有相當比重投資於非投資等級之高風險債券),0,0.00%,0,0.00%,0,0.00%,9258355,1.14%,444396,0.05%,0,0.00%,116207,0.01%,9818958,1.21%
AC23,26289695,瑞銀亞洲非投資等級債券基金 (本基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,9083719,1.50%,968924,0.16%,0,0.00%,189669,0.03%,10242312,1.69%
