類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,股票ETF及指數型基金申購/買回交易費_累積金額,股票ETF及指數型基金申購/買回交易費_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,保證費_累積金額,保證費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
AA1,92010477,富邦長紅基金,3074837,0.09%,5241876,0.16%,0,0.00%,8397350,0.26%,787256,0.02%,0,0.00%,38316,0.00%,17539635,0.54%
AD1,97980579,富邦吉祥貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,10472123,0.01%,5237734,0.01%,0,0.00%,317420,0.00%,16027277,0.02%
AA1,20084317,富邦日盛基金,1361078,0.07%,2364962,0.13%,0,0.00%,4751367,0.26%,445442,0.02%,0,0.00%,27519,0.00%,8950368,0.49%
AA1,20089755,富邦精銳中小基金,1727950,0.06%,3124339,0.11%,0,0.00%,7640282,0.26%,720282,0.02%,0,0.00%,38301,0.00%,13251154,0.45%
AD1,81580387,富邦貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,12844985,0.02%,4375086,0.01%,0,0.00%,268114,0.00%,17488185,0.03%
AA1,81584975,富邦上選基金,4986948,0.08%,8717104,0.14%,0,0.00%,16452624,0.26%,1542436,0.02%,0,0.00%,27519,0.00%,31726631,0.50%
AA1,81585475,富邦高成長基金,1284866,0.04%,2193204,0.07%,0,0.00%,7774301,0.26%,728835,0.02%,0,0.00%,38301,0.00%,12019507,0.40%
AA1,73988876,富邦小而美基金,409771,0.05%,739370,0.09%,0,0.00%,2227575,0.26%,208840,0.02%,0,0.00%,27519,0.00%,3613075,0.42%
AA1,83864683,富邦科技基金,589251,0.05%,1020154,0.08%,0,0.00%,3261322,0.26%,305753,0.02%,0,0.00%,27519,0.00%,5203999,0.41%
AA1,17147078,富邦精選五虎基金,465471,0.03%,863200,0.06%,0,0.00%,3697167,0.26%,346602,0.02%,0,0.00%,27504,0.00%,5399944,0.38%
AA1,17148301,富邦台灣心基金,523754,0.05%,911467,0.08%,0,0.00%,2967316,0.26%,278179,0.02%,0,0.00%,27494,0.00%,4708210,0.41%
AA1,17607591,富邦高科技基金,730791,0.05%,1303617,0.08%,0,0.00%,4112473,0.26%,385543,0.02%,0,0.00%,27519,0.00%,6559943,0.41%
AA1,94991068,富邦新台商基金,2695260,0.06%,5980331,0.13%,0,0.00%,12223152,0.26%,1145923,0.02%,0,0.00%,27509,0.00%,22072175,0.47%
AG,99991502,富邦全球不動產基金,6831,0.00%,0,0.00%,0,0.00%,700536,0.24%,112083,0.04%,0,0.00%,16815,0.01%,836265,0.29%
AH11,48790067,富邦台灣科技指數基金 (本基金之配息來源可能為收益平準金),23934362,0.03%,40568,0.00%,26665954,0.03%,20715633,0.02%,4833638,0.01%,0,0.00%,5760104,0.01%,28618351,0.03%
AA2,48908684,富邦大中華成長基金,414042,0.05%,346662,0.04%,0,0.00%,2322115,0.28%,345004,0.04%,0,0.00%,33363,0.00%,3461186,0.42%
AA2,48925706,富邦亞洲機會基金,70864,0.03%,50105,0.02%,0,0.00%,644289,0.29%,93060,0.04%,0,0.00%,40152,0.02%,898470,0.41%
AA1,48948481,富邦首選基金,448464,0.08%,751167,0.14%,0,0.00%,1401356,0.26%,131382,0.02%,0,0.00%,27519,0.01%,2759888,0.51%
AA2,48968970,富邦全球抗暖化基金 (本基金非屬環境、社會及治理相關主題基金),147829,0.04%,42862,0.01%,0,0.00%,1098206,0.32%,142774,0.04%,0,0.00%,29092,0.01%,1460763,0.43%
AH11,48975156,富邦台灣ETF傘型基金之富邦台灣摩根指數股票型基金,3422,0.00%,5643,0.00%,0,0.00%,80067,0.02%,18682,0.01%,0,0.00%,45697,0.01%,153511,0.05%
AA1,26273336,富邦MIT主流基金,499087,0.06%,1005922,0.13%,0,0.00%,2014987,0.26%,188913,0.02%,0,0.00%,27519,0.00%,3736428,0.48%
AC21,26275812,富邦全球投資等級債券基金,0,0.00%,0,0.00%,0,0.00%,2598266,0.13%,823657,0.04%,0,0.00%,22125,0.00%,3444048,0.17%
AA2,26323737,富邦中國內需動力基金,55364,0.03%,26705,0.01%,0,0.00%,608832,0.29%,87938,0.04%,0,0.00%,29092,0.01%,807931,0.39%
AH21,26334740,富邦上証180基金,372522,0.01%,76635,0.00%,1129840,0.02%,7373179,0.16%,744771,0.02%,0,0.00%,392448,0.01%,7829715,0.17%
AC23,31827147,富邦亞洲非投資等級債券基金 (本基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,628732,0.26%,102175,0.04%,0,0.00%,31506,0.01%,762413,0.31%
AH11,31840182,富邦台灣釆吉50基金 (本基金之配息來源可能為收益平準金),8487539,0.00%,28280523,0.01%,41285381,0.01%,59572225,0.02%,15447019,0.00%,0,0.00%,21343897,0.01%,91845822,0.03%
AC21,31946404,富邦亞太債券傘型基金之富邦亞太優質債券基金 (本基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,576916,0.16%,144229,0.04%,0,0.00%,18857,0.01%,740002,0.21%
AC23,31946426,富邦亞太債券傘型基金之富邦中國非投資等級債券基金 (本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,803853,0.24%,133975,0.04%,0,0.00%,18911,0.01%,956739,0.29%
AD2,38583188,富邦中國貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,147653,0.06%,40607,0.02%,0,0.00%,21695,0.01%,209955,0.09%
AH23,38633011,富邦中國ETF傘型基金之富邦上証180單日正向兩倍基金,9506300,0.11%,20480,0.00%,904930,0.01%,12914531,0.15%,3153721,0.04%,0,0.00%,513026,0.01%,25203128,0.30%
AH23,38633027,富邦中國ETF傘型基金之富邦上証180單日反向一倍基金,88686,0.06%,1640,0.00%,0,0.00%,245873,0.16%,57119,0.04%,0,0.00%,31411,0.02%,424729,0.28%
AH21,42302273,富邦深証100基金,161328,0.01%,98215,0.00%,820621,0.04%,3371558,0.16%,340564,0.02%,0,0.00%,370433,0.02%,3521477,0.17%
AH23,42319561,富邦日本ETF傘型基金之富邦日本東証單日正向兩倍基金 (本基金採匯率避險),14891,0.00%,0,0.00%,227412,0.02%,1509184,0.15%,344566,0.03%,0,0.00%,150095,0.01%,1791324,0.18%
AH23,42319582,富邦日本ETF傘型基金之富邦日本東証單日反向一倍基金 (本基金採匯率避險),5813,0.00%,0,0.00%,6375,0.00%,538038,0.16%,97816,0.03%,0,0.00%,63622,0.02%,698914,0.21%
AH21,42328908,富邦日本東証基金 (本基金採匯率避險),205716,0.01%,0,0.00%,267034,0.01%,2076523,0.08%,830609,0.03%,0,0.00%,241200,0.01%,3087014,0.12%
AH21,42376963,富邦印度ETF傘型基金之富邦印度NIFTY基金,467970,0.02%,673154,0.03%,6871659,0.28%,3920993,0.16%,1029750,0.04%,0,0.00%,3222053,0.13%,2442261,0.10%
AH23,42376984,富邦印度ETF傘型基金之富邦印度NIFTY單日反向一倍基金,26088,0.02%,0,0.00%,0,0.00%,207318,0.16%,48555,0.04%,0,0.00%,194728,0.15%,476689,0.37%
AH23,42376990,富邦印度ETF傘型基金之富邦印度NIFTY單日正向兩倍基金,353313,0.04%,0,0.00%,86066,0.01%,1495827,0.16%,347910,0.04%,0,0.00%,229995,0.02%,2340979,0.25%
AH21,42399305,富邦NASDAQ-100基金,9245144,0.01%,0,0.00%,8270287,0.01%,32931858,0.05%,17563662,0.03%,0,0.00%,8731497,0.01%,60201874,0.09%
AH23,42404567,富邦恒生國企ETF傘型基金之富邦恒生國企單日反向一倍基金,29023,0.02%,0,0.00%,0,0.00%,180846,0.14%,36174,0.03%,0,0.00%,105775,0.08%,351818,0.27%
AH23,42404573,富邦恒生國企ETF傘型基金之富邦恒生國企單日正向兩倍基金,2267600,0.04%,0,0.00%,3533789,0.07%,6243016,0.12%,1443683,0.03%,0,0.00%,525228,0.01%,6945738,0.13%
AH13,42450837,富邦臺灣加權ETF傘型基金之富邦臺灣加權單日正向兩倍基金,1158840,0.01%,3365735,0.02%,1274364,0.01%,19056666,0.10%,1244771,0.01%,0,0.00%,690139,0.00%,24241787,0.13%
AH13,42450843,富邦臺灣加權ETF傘型基金之富邦臺灣加權單日反向一倍基金,33750,0.00%,97463,0.01%,20421,0.00%,935707,0.09%,69723,0.01%,0,0.00%,132416,0.01%,1248638,0.12%
AA2,42449987,富邦中國戰略A股基金,128290,0.03%,49659,0.01%,0,0.00%,1520965,0.32%,197722,0.04%,0,0.00%,60329,0.01%,1956965,0.42%
AH23,42441704,富邦NASDAQ-100 ETF傘型基金之富邦NASDAQ-100單日反向一倍基金 (本基金採匯率避險),8321,0.00%,0,0.00%,43866,0.00%,2108020,0.12%,496205,0.03%,0,0.00%,287811,0.02%,2856491,0.17%
AH23,42441710,富邦NASDAQ-100 ETF傘型基金之富邦NASDAQ-100單日正向兩倍基金 (本基金採匯率避險),58481,0.00%,0,0.00%,802239,0.01%,19975135,0.14%,4549748,0.03%,0,0.00%,1871481,0.01%,25652606,0.18%
AJ2,42479095,富邦歐亞絲路多重資產型基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),198191,0.06%,37854,0.01%,0,0.00%,854965,0.26%,144272,0.04%,0,0.00%,19076,0.01%,1254358,0.38%
AH11,42482423,富邦臺灣公司治理100基金,664237,0.00%,2206398,0.01%,3344199,0.01%,10284814,0.02%,2399784,0.01%,0,0.00%,1450481,0.00%,13661515,0.03%
AH22,42519239,富邦美國政府債券ETF傘型基金之富邦美國政府債券1-3年期基金,0,0.00%,0,0.00%,0,0.00%,847412,0.01%,726350,0.01%,0,0.00%,440159,0.01%,2013921,0.03%
AH22,42519245,富邦美國政府債券ETF傘型基金之富邦美國政府債券7-10年期基金,0,0.00%,0,0.00%,0,0.00%,464049,0.03%,394441,0.03%,0,0.00%,136475,0.01%,994965,0.07%
AH22,42519250,富邦美國政府債券ETF傘型基金之富邦美國政府債券20年期以上基金,0,0.00%,0,0.00%,0,0.00%,3873328,0.02%,2323988,0.01%,0,0.00%,1266808,0.01%,7464124,0.03%
AH21,42464918,富邦恒生國企ETF基金,100776,0.01%,77530,0.01%,220308,0.02%,750929,0.08%,270328,0.03%,0,0.00%,155426,0.02%,1134681,0.12%
AH21,42529243,富邦富時歐洲ETF基金,0,0.00%,0,0.00%,0,0.00%,512842,0.08%,297452,0.05%,0,0.00%,82662,0.01%,892956,0.14%
AH21,42546448,富邦標普美國特別股ETF基金,164235,0.01%,303,0.00%,0,0.00%,2165793,0.10%,721935,0.03%,0,0.00%,260120,0.01%,3312386,0.15%
AH11,72949931,富邦道瓊臺灣優質高息30ETF基金 (本基金之配息來源可能為收益平準金且基金並無保證收益及配息),186763,0.01%,337920,0.02%,58408,0.00%,1321400,0.07%,102769,0.01%,0,0.00%,199971,0.01%,2090415,0.12%
AH11,72960132,富邦臺灣中小A級動能50ETF基金,11446250,0.19%,21079837,0.34%,5819298,0.09%,2978664,0.05%,347514,0.01%,0,0.00%,433453,0.01%,30466420,0.50%
AH22,72963525,富邦全方位入息ETF傘型基金之富邦彭博優選1-5年非投資等級債券ETF基金 (本基金之配息來源可能為收益平準金且基金並無保證收益及配息),0,0.00%,0,0.00%,0,0.00%,382064,0.06%,152832,0.03%,0,0.00%,130071,0.02%,664967,0.11%
AH22,72963546,富邦全方位入息ETF傘型基金之富邦彭博10年期(以上)BBB美元息收公司債券ETF基金 (本基金之配息來源可能為收益平準金且基金並無保證收益及配息),0,0.00%,0,0.00%,0,0.00%,23027734,0.03%,9211097,0.01%,0,0.00%,3003653,0.00%,35242484,0.05%
AH22,73626500,富邦多元收益ETF傘型基金之富邦彭博9-35年A級美元息收公司債券ETF基金,0,0.00%,0,0.00%,0,0.00%,25210153,0.03%,7002812,0.01%,0,0.00%,3304535,0.00%,35517500,0.04%
AA2,73680763,富邦全球智能車基金,286677,0.05%,103178,0.02%,0,0.00%,1833596,0.32%,238377,0.04%,0,0.00%,48771,0.01%,2510599,0.44%
AJ2,73712293,富邦AI智能新趨勢多重資產型基金 (本基金有相當比重投資於非投資等級之高風險債券),3337865,0.05%,2608567,0.04%,0,0.00%,16383784,0.26%,2728751,0.04%,0,0.00%,122963,0.00%,25181930,0.40%
AH21,74721518,富邦多元收益ⅡETF傘型基金之富邦中國中証中小500ETF基金,9065,0.00%,1402,0.00%,0,0.00%,479156,0.16%,48406,0.02%,0,0.00%,91536,0.03%,629565,0.21%
AH22,74721600,富邦多元收益ⅡETF傘型基金之富邦全球金融業10年以上美元投等債券ETF基金,0,0.00%,0,0.00%,0,0.00%,11758476,0.03%,3527545,0.01%,0,0.00%,1908520,0.01%,17194541,0.05%
AH22,76311594,富邦多元收益ⅢETF傘型基金之富邦彭博歐洲區美元7-15年期銀行債ETF基金,0,0.00%,0,0.00%,0,0.00%,1764235,0.06%,749801,0.03%,0,0.00%,293831,0.01%,2807867,0.10%
AH22,76311692,富邦多元收益ⅢETF傘型基金之富邦中國以外新興市場美元5年以上投資等級債券ETF基金,0,0.00%,0,0.00%,0,0.00%,4132722,0.05%,1377575,0.02%,0,0.00%,499069,0.01%,6009366,0.07%
AA1,88095396,富邦台灣高股息基金,763936,0.04%,1342289,0.07%,0,0.00%,4570062,0.24%,365612,0.02%,0,0.00%,38301,0.00%,7080200,0.38%
AH21,88173189,富邦富時越南ETF基金,1956498,0.01%,924162,0.01%,4487919,0.03%,22770052,0.16%,5290013,0.04%,0,0.00%,2629811,0.02%,29082617,0.20%
AA1,88175551,富邦台灣永續成長股息基金,1527373,0.13%,3102277,0.25%,0,0.00%,3155102,0.26%,295790,0.02%,0,0.00%,27519,0.00%,8108061,0.66%
AH11,88183736,富邦台灣核心半導體ETF基金,108511,0.00%,361941,0.01%,441953,0.01%,4031775,0.06%,352779,0.01%,0,0.00%,872031,0.01%,5285084,0.08%
AG,88106865,富邦長照產業收益不動產證券化基金 (本基金有相當比重得投資於非投資等級之高風險債券且配息來源可能為本金),10168,0.01%,0,0.00%,0,0.00%,319364,0.29%,46129,0.04%,0,0.00%,29157,0.03%,404818,0.37%
AH21,88194950,富邦未來車ETF基金,323039,0.00%,183628,0.00%,463297,0.01%,10298798,0.15%,2288622,0.03%,0,0.00%,825270,0.01%,13456060,0.19%
AH21,88234242,富邦基因免疫生技ETF基金,141754,0.01%,3897,0.00%,151434,0.01%,2325670,0.14%,547214,0.03%,0,0.00%,289850,0.02%,3156951,0.19%
AH11,88254540,富邦特選台灣高股息30ETF基金 (本基金之配息來源可能為收益平準金且基金並無保證收益及配息),4759882,0.01%,15864409,0.05%,20157752,0.06%,16879666,0.05%,1969298,0.01%,0,0.00%,2126657,0.01%,21442160,0.06%
AH21,88261140,富邦元宇宙ETF基金,108635,0.01%,12763,0.00%,180325,0.02%,1479644,0.13%,369909,0.03%,0,0.00%,218347,0.02%,2008973,0.18%
AA2,88238465,富邦越南機會基金,731258,0.03%,384444,0.02%,0,0.00%,8115377,0.32%,1217309,0.05%,0,0.00%,29087,0.00%,10477475,0.42%
AH21,88313560,富邦全球入息不動產與基礎建設ETF基金,512843,0.09%,162650,0.03%,71160,0.01%,594921,0.11%,164745,0.03%,0,0.00%,161544,0.03%,1525543,0.27%
AH21,88332996,富邦全球ESG綠色電力ETF基金,216947,0.08%,39888,0.01%,416015,0.15%,392610,0.15%,87246,0.03%,0,0.00%,208968,0.08%,529644,0.20%
AJ1,88340567,富邦台灣多重資產基金,31936,0.14%,39691,0.17%,0,0.00%,35304,0.15%,5158,0.02%,0,0.00%,30,0.00%,112119,0.49%
AJ2,88323238,富邦台美雙星多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2714234,0.02%,2412690,0.02%,0,0.00%,30339399,0.28%,4577862,0.04%,0,0.00%,63606,0.00%,40107791,0.37%
AA2,93213295,富邦全球關鍵半導體基金,571126,0.05%,48192,0.00%,0,0.00%,3930106,0.32%,510915,0.04%,0,0.00%,29087,0.00%,5089426,0.42%
AJ1,515854,富邦台灣優質多重資產基金,162688,0.07%,92964,0.04%,0,0.00%,352684,0.16%,51317,0.02%,0,0.00%,29414,0.01%,689067,0.30%
AH11,572496,富邦台灣旗艦動能50ETF基金 (本基金之配息來源可能為收益平準金),609437,0.01%,2030993,0.03%,2828030,0.04%,3423386,0.05%,342343,0.00%,0,0.00%,414010,0.01%,3992139,0.06%
AJ2,586153,富邦雙核心戰略多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金及收益平準金),703074,0.02%,180174,0.01%,0,0.00%,8377686,0.28%,1189195,0.04%,0,0.00%,51137,0.00%,10501266,0.36%
AL22,609114,富邦優選收益傘型基金之富邦環球動態入息投資級債主動式ETF基金 (本基金之配息來源可能為收益平準金且基金並無保證收益及配息),5516,0.00%,0,0.00%,0,0.00%,967500,0.09%,175902,0.02%,0,0.00%,57309,0.01%,1206227,0.11%
AL22,609120,富邦優選收益傘型基金之富邦環球複合優選收益債主動式ETF基金 (本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為收益平準金且基金並無保證收益及配息),0,0.00%,0,0.00%,0,0.00%,1110120,0.11%,170792,0.02%,0,0.00%,57309,0.01%,1338221,0.13%
AH11,579505,富邦台灣淨零轉型ESG50 ETF基金 (本基金之配息來源可能為收益平準金),111638,0.02%,334741,0.06%,491033,0.09%,254037,0.05%,25411,0.00%,0,0.00%,150936,0.03%,385730,0.07%
AI2,647784,富邦美國傘型基金之富邦NASDAQ-100指數基金 (本基金之配息來源可能為本金及收益平準金),862461,0.04%,32,0.00%,0,0.00%,2196388,0.09%,601089,0.03%,0,0.00%,331129,0.01%,3991099,0.17%
AI2,647807,富邦美國傘型基金之富邦標普500指數基金 (本基金之配息來源可能為本金及收益平準金),1087100,0.06%,34,0.00%,0,0.00%,1704765,0.10%,454677,0.03%,0,0.00%,198416,0.01%,3444992,0.20%
AH21,647813,富邦美國傘型基金之富邦標普500 ETF基金 (本基金之配息來源可能為收益平準金),1176983,0.05%,30,0.00%,466475,0.02%,884362,0.04%,389120,0.02%,0,0.00%,252387,0.01%,2236407,0.10%
AA1,1032162,摩根台灣增長基金,12516,0.00%,123578,0.01%,0,0.00%,3752051,0.19%,623465,0.03%,0,0.00%,35135,0.00%,4546745,0.23%
AA2,92005896,摩根新興日本基金,107279,0.01%,0,0.00%,0,0.00%,1903582,0.23%,279195,0.03%,0,0.00%,29411,0.00%,2319467,0.28%
AA1,92012025,摩根新興科技基金,6651634,0.05%,13088868,0.10%,0,0.00%,29122769,0.23%,2807224,0.02%,0,0.00%,53577,0.00%,51724072,0.40%
AA2,92023780,摩根亞洲基金,1040223,0.02%,2483015,0.05%,0,0.00%,13829310,0.27%,2077994,0.04%,0,0.00%,502702,0.01%,19933244,0.39%
AD1,97991668,摩根第一貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,459239,0.01%,287021,0.01%,0,0.00%,83443,0.00%,829703,0.02%
AA2,97999612,摩根龍揚基金,975858,0.01%,1917297,0.03%,0,0.00%,17774687,0.27%,2645961,0.04%,0,0.00%,159691,0.00%,23473494,0.36%
AA2,20096209,摩根東方科技基金,1184710,0.03%,1635225,0.04%,0,0.00%,12359360,0.27%,1849595,0.04%,0,0.00%,381692,0.01%,17410582,0.38%
AA2,73980092,摩根大歐洲基金,486764,0.01%,1553665,0.03%,0,0.00%,15317235,0.27%,2642175,0.05%,0,0.00%,131538,0.00%,20131377,0.36%
AA1,73989501,摩根中小基金,967840,0.05%,1935929,0.09%,0,0.00%,5234796,0.25%,490767,0.02%,0,0.00%,29411,0.00%,8658743,0.41%
AB1,18036846,摩根平衡基金,458055,0.01%,792305,0.02%,0,0.00%,6860853,0.15%,870080,0.02%,0,0.00%,54174,0.00%,9035467,0.19%
AB2,99181637,摩根全球平衡基金,62354,0.01%,119754,0.01%,0,0.00%,1872473,0.23%,187245,0.02%,0,0.00%,694367,0.09%,2936193,0.37%
AA2,29245757,摩根全球創新成長基金,256590,0.01%,1299440,0.03%,0,0.00%,7296150,0.18%,1605930,0.04%,0,0.00%,272165,0.01%,10730275,0.27%
AB2,21704027,摩根亞太高息平衡基金 (本基金並無保證收益及配息),50448,0.01%,113518,0.02%,0,0.00%,1435703,0.23%,172282,0.03%,0,0.00%,289657,0.05%,2061608,0.34%
AA2,48727760,摩根絕對日本基金,126220,0.01%,0,0.00%,0,0.00%,4442304,0.29%,401411,0.03%,0,0.00%,36079,0.00%,5006014,0.33%
AA2,48768614,摩根新興35基金,536158,0.01%,800800,0.01%,0,0.00%,18069543,0.31%,2809906,0.05%,0,0.00%,555892,0.01%,22772299,0.39%
AA2,48974190,摩根新絲路基金,55625,0.01%,175320,0.03%,0,0.00%,1977846,0.31%,276902,0.04%,0,0.00%,840747,0.13%,3326440,0.52%
AA2,10313109,摩根東方內需機會基金,240727,0.02%,511950,0.05%,0,0.00%,2890025,0.27%,462400,0.04%,0,0.00%,461973,0.04%,4567075,0.43%
AA2,10348445,摩根金龍收成基金,92678,0.02%,181520,0.03%,0,0.00%,1649995,0.27%,245150,0.04%,0,0.00%,178571,0.03%,2347914,0.39%
AA2,25627402,摩根中國亮點基金,258836,0.01%,313218,0.02%,0,0.00%,4940850,0.28%,686230,0.04%,0,0.00%,124909,0.01%,6324043,0.36%
AA1,25636367,摩根台灣金磚基金,2658440,0.05%,5879781,0.11%,0,0.00%,12551727,0.24%,1213132,0.02%,0,0.00%,43725,0.00%,22346805,0.43%
AA2,25684986,摩根新金磚五國基金,29216,0.00%,49489,0.01%,0,0.00%,2453485,0.31%,380289,0.05%,0,0.00%,463716,0.06%,3376195,0.43%
AE22,26279269,摩根總收益組合基金 (本基金之配息來源可能為本金),7021,0.00%,0,0.00%,0,0.00%,63960,0.00%,262174,0.02%,0,0.00%,30875,0.00%,364030,0.03%
AC23,26376229,摩根亞洲總合非投資等級債券基金 (本基金之配息來源可能為本金),4331,0.00%,0,0.00%,0,0.00%,2497551,0.23%,382951,0.04%,0,0.00%,155880,0.01%,3040713,0.28%
AA2,31944996,摩根中國A股基金,3159383,0.03%,1457036,0.01%,0,0.00%,30596595,0.28%,4476269,0.04%,0,0.00%,270748,0.00%,39960031,0.36%
AA2,38532914,摩根泛亞太股票入息基金 (本基金並無保證收益及配息),99240,0.01%,216679,0.03%,0,0.00%,2007249,0.28%,312246,0.04%,0,0.00%,316500,0.04%,2951914,0.41%
AE23,38612682,摩根多元入息成長基金 (本基金並無保證收益及配息),44481,0.00%,0,0.00%,0,0.00%,887503,0.01%,1705136,0.02%,0,0.00%,53301,0.00%,2690421,0.04%
AB2,42299565,摩根新興雙利平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),12151,0.00%,25924,0.01%,0,0.00%,836719,0.26%,127961,0.04%,0,0.00%,195178,0.06%,1197933,0.38%
AB2,42319892,摩根中國雙息平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且並無保證收益及配息),33400,0.00%,72912,0.00%,0,0.00%,7505259,0.25%,1219597,0.04%,0,0.00%,239892,0.01%,9071060,0.30%
AA2,42381001,摩根環球股票收益基金 (本基金之配息來源可能為本金),102804,0.00%,175820,0.01%,0,0.00%,6697144,0.25%,1172652,0.04%,0,0.00%,90745,0.00%,8239165,0.30%
AJ2,513407,摩根大美國領先收成多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金),3620421,0.02%,0,0.00%,0,0.00%,35215169,0.23%,6103972,0.04%,0,0.00%,92043,0.00%,45031605,0.30%
AL21,610034,摩根大美國領先科技主動式ETF基金 (本基金之配息來源可能為收益平準金),40527,0.00%,0,0.00%,121787,0.01%,2218983,0.12%,443798,0.02%,0,0.00%,128322,0.01%,2709843,0.14%
AA1,973762,華南永昌永昌基金,1065974,0.07%,2076117,0.14%,0,0.00%,2793563,0.19%,325928,0.02%,0,0.00%,40426,0.00%,6302008,0.44%
AD1,97971760,華南永昌鳳翔貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,3794895,0.01%,2529938,0.01%,0,0.00%,448049,0.00%,6772882,0.02%
AD1,13989817,華南永昌麒麟貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,774963,0.02%,309987,0.01%,0,0.00%,48671,0.00%,1133621,0.02%
AA2,48824897,華南永昌全球精品基金,102157,0.02%,40522,0.01%,0,0.00%,1557418,0.32%,202463,0.04%,0,0.00%,36553,0.01%,1939113,0.40%
AA2,38546656,華南永昌中國A股基金,306465,0.07%,112030,0.03%,0,0.00%,1244251,0.29%,172812,0.04%,0,0.00%,46264,0.01%,1881822,0.44%
AB2,38618790,華南永昌多重資產入息平衡基金 (本基金之配息來源可能為本金),501514,0.08%,148554,0.02%,0,0.00%,1583476,0.24%,263915,0.04%,0,0.00%,50493,0.01%,2547952,0.39%
AA2,42333698,華南永昌全球物聯網精選基金,37079,0.01%,6483,0.00%,0,0.00%,715189,0.26%,116217,0.04%,0,0.00%,26676,0.01%,901644,0.33%
AE21,42527673,華南永昌Shiller US CAPE ETF組合基金 (本基金之配息來源可能為本金),375876,0.14%,0,0.00%,0,0.00%,613476,0.23%,65735,0.02%,0,0.00%,32329,0.01%,1087416,0.40%
AJ2,76871420,華南永昌低波動多重資產基金,210956,0.08%,0,0.00%,0,0.00%,645995,0.26%,88825,0.04%,0,0.00%,28289,0.01%,974065,0.39%
AI1,88342468,華南永昌台灣環境永續高股息指數基金,573107,0.12%,1126068,0.23%,0,0.00%,624843,0.13%,117157,0.02%,0,0.00%,115558,0.02%,2556733,0.53%
AC21,88399742,華南永昌全球投資等級債券基金 (本基金配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,958771,0.24%,159797,0.04%,0,0.00%,24723,0.01%,1143291,0.29%
AA1,93150600,華南永昌未來科技基金,594974,0.09%,843737,0.13%,0,0.00%,1784219,0.28%,173331,0.03%,0,0.00%,27494,0.00%,3423755,0.54%
AJ2,516517,華南永昌全球科技多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),339020,0.09%,257850,0.07%,0,0.00%,1097159,0.29%,158481,0.04%,0,0.00%,34897,0.01%,1887407,0.50%
AC23,570384,華南永昌精選非投資等級債券基金 (本基金主要投資於非投資等級之高風險債券且本基金之配息來源可能為本),8496,0.00%,0,0.00%,0,0.00%,2535973,0.29%,352223,0.04%,0,0.00%,24247,0.00%,2920939,0.34%
AH11,583873,華南永昌台灣優選50ETF基金 (本基金之配息來源可能為收益平準金),111458,0.01%,413981,0.04%,552666,0.05%,243781,0.02%,56880,0.01%,0,0.00%,201650,0.02%,475084,0.05%
AC23,72948187,瑞銀全方位非投資等級債券基金 (本基金之配息來源可能為本金),1883,0.00%,0,0.00%,0,0.00%,1124861,0.28%,156230,0.04%,0,0.00%,32606,0.01%,1315580,0.33%
AC21,77652845,瑞銀優質精選收益基金 (本基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,1806512,0.23%,313129,0.04%,0,0.00%,31774,0.00%,2151415,0.28%
AC21,88091477,瑞銀2026年到期優選新興亞洲債券基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,1288099,0.08%,334909,0.02%,0,0.00%,22887,0.00%,1645895,0.10%
AE22,88126031,瑞銀精選債券收益組合基金 (本基金有一定比重得投資於非投資等級之高風險債券基金且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,455145,0.19%,56891,0.02%,0,0.00%,30476,0.01%,542512,0.22%
AC21,88170893,瑞銀2027年到期優選新興市場債券基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,1343741,0.08%,349371,0.02%,0,0.00%,30476,0.00%,1723588,0.10%
