類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
9,98764389,寶來台灣卓越50基金,3190428,0.01%,4945737,0.02%,37349290,0.15%,4085078,0.02%,2021222,0.01%,51591755,0.21%
10,99023624,寶來福星高照保本型基金,0,0.00%,0,0.00%,116543625,5.12%,333042,0.01%,0,0.00%,116876667,5.14%
4,99028114,寶來全球優勢基金,11985403,0.51%,349039,0.01%,6549969,0.28%,946108,0.04%,1570,0.00%,19832089,0.85%
2,974241,新光台灣富貴基金,19009887,0.82%,21545295,0.93%,27795050,1.20%,3474378,0.15%,361194,0.02%,72185804,3.12%
6,1031706,新光台灣吉利基金,0,0.00%,0,0.00%,43767079,0.22%,16506828,0.08%,45544596,0.23%,105818503,0.53%
2,92000533,新光台灣永發基金,6897977,1.77%,7399842,1.90%,5886842,1.51%,588679,0.15%,183954,0.05%,20957294,5.37%
4,92024964,新光日本精選基金,2972228,0.87%,0,0.00%,4852751,1.43%,788588,0.23%,118704,0.03%,8732271,2.57%
6,97982062,新光吉祥基金,0,0.00%,0,0.00%,17252372,0.35%,2464624,0.05%,16598570,0.33%,36315566,0.73%
6,97988122,新光吉星基金,0,0.00%,0,0.00%,94702016,0.21%,36680808,0.08%,86354912,0.19%,217737736,0.48%
2,97998803,新光競臻笠基金,11081635,0.83%,11744094,0.88%,21258830,1.60%,1993014,0.15%,55064,0.00%,46132637,3.47%
2,81580149,新光國家建設基金,5222239,0.90%,5622377,0.97%,9220371,1.60%,864409,0.15%,24542,0.00%,20953938,3.63%
2,81585242,新光創新科技基金,5774699,1.26%,6250793,1.36%,7386688,1.61%,646320,0.14%,10628,0.00%,20069128,4.38%
2,73998071,新光店頭基金,3783693,0.76%,3899219,0.78%,7783001,1.56%,730151,0.15%,10652,0.00%,16206716,3.24%
2,17604341,新光摩天基金,11341993,1.18%,12662332,1.32%,15470403,1.61%,1450359,0.15%,4618,0.00%,40929705,4.26%
5,18036016,新光千里馬基金,878324,0.23%,919295,0.24%,4453692,1.15%,445356,0.12%,521769,0.14%,7218436,1.87%
2,18488290,新光新興中小基金,5754426,1.13%,6015996,1.18%,8025193,1.57%,752355,0.15%,1607,0.00%,20549577,4.02%
2,13986924,新光大三通基金,18527650,1.95%,21403739,2.26%,15976337,1.68%,1497782,0.16%,36000,0.00%,57441508,6.05%
4,15743509,新光亞洲精選基金,2882339,0.47%,907847,0.15%,10250008,1.69%,1540338,0.25%,584696,0.10%,16165228,2.66%
8,98670088,新光冠軍組合基金,405838,0.02%,115884,0.01%,2157857,0.12%,462240,0.03%,16718,0.00%,3158537,0.18%
2,1031874,瑞銀小龍基金,4679594,1.70%,4296698,1.56%,3966246,1.44%,399568,0.15%,191854,0.07%,13533960,4.93%
2,92011433,瑞銀強勢基金,2697906,1.47%,3003185,1.64%,2996738,1.63%,280947,0.15%,225,0.00%,8979001,4.89%
6,92029320,瑞銀台灣債券基金,0,0.00%,0,0.00%,102740911,0.35%,29483122,0.10%,227171,0.00%,132451204,0.45%
2,19325252,瑞銀鐵木真基金,6128825,1.37%,6641939,1.48%,7218906,1.61%,677758,0.15%,199,0.00%,20667627,4.61%
5,18493012,瑞銀袋鼠平衡基金,3889012,1.51%,4198702,1.62%,3193242,1.24%,319325,0.12%,28116,0.01%,11628397,4.50%
6,13527822,瑞銀翔鷹債券基金,0,0.00%,0,0.00%,19736710,0.34%,4511243,0.08%,44601,0.00%,24292554,0.42%
4,14915461,瑞銀玉寶全球科技生化基金,9343019,1.39%,8468662,1.26%,12332126,1.84%,1923196,0.29%,1145,0.00%,32068148,4.77%
5,94989464,瑞銀盈穩基金,2736334,0.38%,2802699,0.39%,4894011,0.68%,490553,0.07%,5292,0.00%,10928889,1.52%
2,92028997,群益中小型股基金,16787708,0.53%,18775720,0.59%,48285007,1.51%,4828495,0.15%,748638,0.02%,89425568,2.81%
6,97978525,群益安穩收益基金,0,0.00%,0,0.00%,195862414,0.35%,50369303,0.09%,18860,0.00%,246250577,0.44%
2,97984293,群益馬拉松基金,50161447,0.88%,55003275,0.96%,90310757,1.58%,8466630,0.15%,835288,0.01%,204777397,3.58%
2,20081352,群益店頭市場基金,15805126,0.76%,17943311,0.86%,33674657,1.62%,3157445,0.15%,414400,0.02%,70994939,3.41%
2,81591434,群益長安基金,17570232,0.97%,20113444,1.11%,29478016,1.63%,2763553,0.15%,186027,0.01%,70111272,3.88%
6,19326652,群益安利基金,0,0.00%,0,0.00%,48027184,0.32%,12006805,0.08%,36448,0.00%,60070437,0.40%
2,19339782,群益創新科技基金,10207662,0.61%,11359368,0.68%,27136507,1.61%,2544046,0.15%,19312,0.00%,51266895,3.05%
5,17147605,群益真善美基金,18869012,0.67%,19627829,0.70%,33686108,1.20%,3368607,0.12%,260822,0.01%,75812378,2.71%
4,17611808,群益全球數位基金,5929193,1.13%,2595539,0.50%,9158341,1.75%,1360674,0.26%,0,0.00%,19043747,3.64%
6,18038823,群益安信基金,0,0.00%,0,0.00%,133242293,0.35%,30898753,0.08%,18340,0.00%,164159386,0.43%
5,18037845,群益平衡王基金,6736475,0.26%,6405403,0.25%,29930146,1.17%,2996760,0.12%,2274797,0.09%,48343581,1.89%
7,80917813,群益安邦基金,0,0.00%,0,0.00%,35564043,0.77%,4267694,0.09%,5354,0.00%,39837091,0.86%
2,97972846,德信大發基金,9303216,2.25%,10009240,2.42%,6281242,1.52%,586240,0.14%,29360,0.01%,26209298,6.34%
6,97991040,德信萬年基金,0,0.00%,0,0.00%,71624551,0.24%,23374862,0.08%,25,0.00%,94999438,0.32%
2,73988171,德信全方位基金,5030822,2.23%,5391709,2.39%,3645685,1.62%,341784,0.15%,520,0.00%,14410520,6.40%
2,18033138,德信數位時代基金,10436943,2.34%,11436046,2.57%,7291673,1.64%,683606,0.15%,315,0.00%,29848583,6.70%
5,18040623,德信長春藤基金,3239331,1.41%,3451990,1.50%,2786204,1.21%,278625,0.12%,453,0.00%,9756603,4.23%
6,14290085,德信萬保基金,0,0.00%,0,0.00%,28558054,0.35%,6527549,0.08%,13926,0.00%,35099529,0.43%
7,80904417,德信美元債券基金,0,0.00%,0,0.00%,10731298,0.80%,1639920,0.12%,272,0.00%,12371490,0.92%
2,98770468,德信利基基金,3206946,0.53%,2906511,0.48%,3065545,0.51%,291465,0.05%,0,0.00%,9470467,1.57%
2,97982984,金鼎概念型基金,5703399,2.25%,6207894,2.45%,3826264,1.51%,357114,0.14%,15752,0.01%,16110423,6.35%
2,97997635,金鼎大利基金,11732872,2.14%,12886068,2.35%,8851160,1.61%,774480,0.14%,29555,0.01%,34274135,6.25%
6,97998424,金鼎債券基金,0,0.00%,0,0.00%,143767868,0.36%,32861232,0.08%,87319938,0.22%,263949038,0.66%
2,20094672,金鼎寶櫃基金,20681576,2.17%,22940154,2.41%,15216547,1.60%,1426551,0.15%,39896,0.00%,60304724,6.34%
2,73999260,金鼎行動基金,7237961,2.63%,7858873,2.86%,4319836,1.57%,405011,0.15%,6601,0.00%,19828282,7.21%
2,17141335,金鼎科技金融基金,10371738,2.08%,11355870,2.28%,7964922,1.60%,746888,0.15%,12101,0.00%,30451519,6.10%
6,17147909,金鼎鼎益基金,0,0.00%,0,0.00%,40442701,0.35%,9244038,0.08%,33832207,0.29%,83518946,0.73%
5,13986564,金鼎首選平衡基金,4916621,0.99%,5538800,1.11%,6068266,1.22%,606814,0.12%,122880,0.02%,17253381,3.46%
4,98660080,金鼎美國基金,1593741,0.26%,15794,0.00%,6299534,1.04%,935938,0.15%,4185,0.00%,8849192,1.46%
6,18044796,兆豐國際寶鑽債券基金,0,0.00%,0,0.00%,132356011,0.36%,30252802,0.08%,4249235,0.01%,166858048,0.46%
2,15569831,兆豐國際高科技基金,34442458,3.20%,38288862,3.55%,18222549,1.69%,1712216,0.16%,37692,0.00%,92703777,8.60%
5,15754836,兆豐國際平衡基金,13043476,0.74%,14639597,0.83%,16566223,0.94%,1692994,0.10%,161052,0.01%,46103342,2.62%
2,99182734,兆豐國際兆豐基金,828609,0.04%,0,0.00%,3371397,0.15%,316072,0.01%,20079,0.00%,4536157,0.21%
2,20084317,日盛日盛基金,27550166,1.40%,30589396,1.55%,31740633,1.61%,2975673,0.15%,175,0.00%,92856043,4.70%
6,81580387,日盛債券基金,0,0.00%,0,0.00%,188285476,0.30%,50209455,0.08%,253447,0.00%,238748378,0.38%
2,81584975,日盛上選基金,34485114,1.82%,38089978,2.02%,29949105,1.58%,2807725,0.15%,224,0.00%,105332146,5.57%
2,73988876,日盛小而美基金,6686376,1.93%,6810489,1.97%,5335713,1.54%,500222,0.14%,330,0.00%,19333130,5.58%
2,17147078,日盛精選五虎基金,10596654,1.60%,11261092,1.70%,10487368,1.59%,994088,0.15%,215,0.00%,33339417,5.05%
2,17607591,日盛高科技基金,33142134,1.30%,37124579,1.46%,40996766,1.61%,3843458,0.15%,180,0.00%,115107117,4.52%
4,18028748,日盛美亞高科技基金,5291779,1.22%,362493,0.08%,7579354,1.74%,1039462,0.24%,3099,0.00%,14276187,3.28%
5,18487383,日盛平衡基金,4403542,1.32%,4440636,1.33%,3647818,1.10%,364774,0.11%,175,0.00%,12856945,3.86%
6,14542316,日盛優益債券基金,0,0.00%,0,0.00%,12942984,0.34%,2958387,0.08%,37162,0.00%,15938533,0.42%
4,15739879,日盛美國成長基金,3349782,0.60%,37638,0.01%,11107283,1.98%,1459811,0.26%,189910,0.03%,16144424,2.87%
2,94991068,日盛新台商基金,11157167,1.00%,11844413,1.06%,11929134,1.06%,1118357,0.10%,861,0.00%,36049932,3.22%
7,99039457,日盛全球債券基金,0,0.00%,0,0.00%,9475560,0.20%,1516089,0.03%,190,0.00%,10991839,0.23%
2,20094820,友邦巨人基金,13953269,0.60%,15044334,0.65%,37327059,1.62%,3499416,0.15%,436614,0.02%,70260692,3.04%
6,73992978,友邦巨輪基金,0,0.00%,0,0.00%,55238517,0.30%,14730264,0.08%,1770732,0.01%,71739513,0.39%
2,83864570,友邦巨鵬基金,2284353,1.03%,2385972,1.07%,3609002,1.62%,338339,0.15%,41333,0.02%,8658999,3.90%
2,17607889,友邦網路商務基金,7906775,1.55%,8647722,1.70%,8348380,1.64%,782657,0.15%,98971,0.02%,25784505,5.07%
2,81587889,復華復華基金,3332571,0.28%,1838539,0.16%,18575037,1.57%,1741398,0.15%,74994,0.01%,25562539,2.16%
6,73980446,復華債券基金,1868583,0.00%,0,0.00%,168609997,0.35%,38550067,0.08%,96225690,0.20%,305254337,0.64%
2,73998086,復華高成長基金,1711102,0.26%,1949577,0.30%,10452840,1.61%,979967,0.15%,53143,0.01%,15146629,2.34%
5,17138818,復華傳家基金,4445872,0.05%,1894293,0.02%,102566905,1.17%,12868620,0.15%,5787479,0.07%,127563169,1.45%
6,17597405,復華有利基金,200551,0.00%,0,0.00%,56357076,0.50%,9017209,0.08%,28555248,0.25%,94130084,0.84%
2,17608487,復華數位經濟基金,3150841,0.22%,3860069,0.27%,23250537,1.62%,2179747,0.15%,111546,0.01%,32552740,2.27%
5,18035945,復華傳家基金二號,3866836,0.33%,3328496,0.28%,13907387,1.19%,1391049,0.12%,259272,0.02%,22753040,1.95%
2,18488279,復華中小精選基金,6012791,0.77%,6256356,0.80%,12234868,1.57%,1147026,0.15%,39785,0.01%,25690826,3.29%
6,13528619,復華信天翁基金,245631,0.00%,0,0.00%,71035119,0.35%,16236359,0.08%,30453927,0.15%,117971036,0.58%
7,14916692,復華全球債券基金,48520,0.00%,0,0.00%,34618374,1.01%,5538945,0.16%,1263724,0.04%,41469563,1.21%
5,15742001,復華人生目標基金,5854735,0.11%,2676301,0.05%,51207659,0.98%,5120759,0.10%,3424122,0.07%,68283576,1.31%
2,81588536,大眾基金,8308453,1.50%,8225530,1.49%,8506348,1.54%,797502,0.14%,445,0.00%,25838278,4.67%
6,73987460,大眾債券基金,0,0.00%,0,0.00%,41498740,0.31%,11066319,0.08%,22450,0.00%,52587509,0.39%
2,73991154,大眾科技基金,8798220,1.78%,9805177,1.98%,8066502,1.63%,756237,0.15%,195,0.00%,27426331,5.54%
5,18036493,大眾優質平衡基金,4785695,1.48%,5242334,1.62%,3770340,1.16%,471545,0.15%,189,0.00%,14270103,4.41%
6,19291350,大眾駿馬債券基金,0,0.00%,0,0.00%,44297712,0.36%,10125193,0.08%,4260,0.00%,54427165,0.44%
2,80894446,大眾中國通基金,10045075,1.20%,10873620,1.30%,11364797,1.36%,1065587,0.13%,438,0.00%,33349517,3.98%
5,99022815,大眾金鑽平衡基金,8645329,0.31%,7610552,0.27%,9848978,0.35%,996542,0.04%,10,0.00%,27101411,0.97%
2,81588310,聯合創世紀基金,4830535,1.78%,5325051,1.96%,4801828,1.77%,494285,0.18%,86485,0.03%,15538184,5.73%
6,81598540,聯合聯合債券基金,0,0.00%,0,0.00%,82783582,0.35%,18921958,0.08%,9410,0.00%,101714950,0.44%
2,73992013,聯合領航科技基金,1634099,0.47%,1606842,0.46%,6020852,1.74%,619285,0.18%,115,0.00%,9881193,2.85%
2,17140075,聯合哥倫布基金,4005672,1.26%,4469100,1.40%,5705194,1.79%,586845,0.18%,53286,0.02%,14820097,4.65%
4,17612686,聯合新世紀基金,2402932,0.88%,865512,0.32%,4970867,1.82%,828476,0.30%,342594,0.13%,9410381,3.44%
6,14703494,聯合雙盈債券基金,193155,0.00%,0,0.00%,21169270,0.49%,3387085,0.08%,5765,0.00%,24755275,0.58%
6,80903917,聯合威利債券基金,0,0.00%,0,0.00%,12336116,0.28%,2819683,0.06%,7210,0.00%,15163009,0.34%
5,94996704,聯合創益基金,8521826,0.36%,7794746,0.33%,12210924,0.52%,1295689,0.06%,740,0.00%,29823925,1.27%
2,81594690,大華基金,22709767,1.75%,25311921,1.95%,21204039,1.63%,1987876,0.15%,26477,0.00%,71240080,5.48%
6,73982015,大華債券基金,0,0.00%,0,0.00%,189214154,0.35%,43248951,0.08%,91338151,0.17%,323801256,0.61%
2,17152509,大華高科技基金,19752416,1.60%,22018659,1.78%,20161744,1.63%,1890247,0.15%,69789,0.01%,63892855,5.16%
6,18496904,大華安益債券基金,322945,0.02%,0,0.00%,6745605,0.37%,1407500,0.08%,1408863,0.08%,9884913,0.54%
2,13998344,大華中小基金,9694015,1.91%,10389582,2.04%,8342542,1.64%,782272,0.15%,2528,0.00%,29210939,5.74%
5,14706582,大華趨勢基金,17385980,1.63%,19835050,1.86%,13312162,1.25%,1331220,0.12%,109526,0.01%,51973938,4.88%
5,80916244,大華中概平衡基金,12125272,0.99%,12720602,1.04%,10695715,0.87%,1069569,0.09%,29121,0.00%,36640279,2.99%
6,83863018,富鼎益利信基金,0,0.00%,0,0.00%,153923740,0.36%,35182568,0.08%,26030,0.00%,189132338,0.44%
2,17141187,富鼎半導體科技基金,10472680,1.47%,11411405,1.61%,11534879,1.62%,1081669,0.15%,405,0.00%,34501038,4.86%
2,17601891,富鼎大三元基金,9597005,1.81%,10561317,1.99%,8660961,1.63%,812085,0.15%,68253,0.01%,29699621,5.60%
5,18038078,富鼎精穩基金,3274429,0.69%,3351803,0.71%,5485928,1.16%,685748,0.15%,25102,0.01%,12823010,2.71%
6,13537151,富鼎優質債券基金,0,0.00%,0,0.00%,31372158,0.41%,7058731,0.09%,3320,0.00%,38434209,0.50%
2,14548769,富鼎寶馬基金,6079496,1.55%,6730346,1.71%,6482011,1.65%,608195,0.15%,325,0.00%,19900373,5.07%
5,15561628,富鼎大不同基金,2271947,0.24%,1644898,0.17%,10908190,1.15%,1090822,0.11%,1205,0.00%,15917062,1.68%
4,14708006,富鼎亞美基金,1875044,0.30%,654219,0.10%,12506980,1.99%,1806586,0.29%,289155,0.05%,17131984,2.72%
6,80907786,富鼎華盈債券基金,0,0.00%,0,0.00%,15705722,0.28%,3589878,0.06%,1420,0.00%,19297020,0.35%
8,98762946,富鼎精選組合基金,0,0.00%,0,0.00%,421763,0.03%,294888,0.02%,13880,0.00%,730531,0.06%
5,99183207,富鼎優選平衡基金,135645,0.00%,0,0.00%,2530506,0.09%,253051,0.01%,270,0.00%,2919472,0.10%
2,73982057,金復華基金,8719607,1.45%,9833481,1.64%,10062444,1.67%,943552,0.16%,94621,0.02%,29653705,4.93%
6,83863973,金復華債券基金,0,0.00%,0,0.00%,143482167,0.30%,38261913,0.08%,78999599,0.16%,260743679,0.54%
2,17144889,金復華雙響炮基金,13348839,1.97%,14971905,2.21%,11176884,1.65%,1053850,0.16%,55733,0.01%,40607211,5.99%
5,15754738,金復華新平衡基金,5308517,0.17%,5520411,0.18%,30053625,0.98%,3013300,0.10%,4865499,0.16%,48761352,1.59%
8,98758154,金復華系統組合基金,1229062,0.04%,439355,0.01%,6347669,0.21%,693379,0.02%,22436,0.00%,8731901,0.29%
5,99032356,金復華經典平衡基金,2208349,0.02%,1380657,0.01%,23423749,0.25%,2342377,0.02%,1828764,0.02%,31183896,0.33%
6,17612692,台育遠流債券基金,0,0.00%,0,0.00%,45679308,0.37%,10440991,0.08%,26060174,0.21%,82180473,0.66%
2,18475372,台育高科技基金,6160478,1.88%,6497421,1.98%,4099303,1.25%,453096,0.14%,7806,0.00%,17218104,5.25%
2,83863002,傳山永豐基金,5056651,1.38%,5663322,1.54%,6009795,1.64%,563418,0.15%,26198,0.01%,17319384,4.71%
6,17142502,傳山永利債券基金,0,0.00%,0,0.00%,57347554,0.31%,15292675,0.08%,36500863,0.20%,109141092,0.60%
2,18031960,傳山高科技基金,6384746,1.72%,7130936,1.92%,6067161,1.64%,568830,0.15%,29868,0.01%,20181541,5.45%
5,99016530,傳山平衡基金,1516979,0.16%,1387481,0.15%,3187485,0.35%,318749,0.03%,373269,0.04%,6783963,0.74%
2,19325979,盛華8899成長基金,7760304,2.12%,8426352,2.30%,6557667,1.79%,562074,0.15%,10462,0.00%,23316859,6.36%
6,19341387,盛華1699債券基金,459182,0.00%,0,0.00%,234974825,0.40%,46994960,0.08%,136015638,0.23%,418444605,0.72%
2,17602821,盛華2000高科技基金,15688547,1.57%,17412985,1.75%,16013006,1.61%,1501216,0.15%,9186,0.00%,50624940,5.08%
2,18034832,盛華8888中小基金,7539120,1.72%,8453505,1.92%,7275302,1.66%,682060,0.16%,4961,0.00%,23954948,5.45%
6,18498728,盛華5599債券基金,0,0.00%,0,0.00%,62298123,0.30%,16612830,0.08%,42096450,0.20%,121007403,0.59%
2,14293695,盛華2008華商基金,8859091,1.86%,9945165,2.08%,7916186,1.66%,748223,0.16%,4131,0.00%,27472796,5.76%
5,14932291,盛華6666平衡基金,14488782,0.65%,14995112,0.68%,26031067,1.18%,2603108,0.12%,2356224,0.11%,60474293,2.73%
5,99016449,盛華0566全球平衡基金,551819,0.03%,142005,0.01%,8382760,0.49%,1514835,0.09%,169858,0.01%,10761277,0.63%
2,19330712,倍立寶利基金,8038657,1.83%,8517527,1.94%,7075435,1.61%,663315,0.15%,352,0.00%,24295286,5.52%
6,17141530,倍立寶元基金,253776,0.00%,0,0.00%,82968367,0.36%,18964196,0.08%,417668,0.00%,102604007,0.45%
2,17147915,倍立磐石基金,14473314,1.18%,16107966,1.31%,20072410,1.63%,1881784,0.15%,556,0.00%,52536030,4.27%
5,17604709,倍立利基基金,6368985,1.04%,6754155,1.10%,7490168,1.22%,749023,0.12%,17154,0.00%,21379485,3.49%
2,18040665,倍立高科技基金,4122701,1.28%,4226914,1.31%,5122178,1.59%,480209,0.15%,255,0.00%,13952257,4.33%
5,18039885,倍立安定基金,1580436,0.44%,1395486,0.39%,3993090,1.12%,399298,0.11%,948,0.00%,7369258,2.07%
2,94987141,倍立中概基金,6839005,1.25%,6763914,1.23%,5586402,1.02%,523727,0.10%,4990,0.00%,19718038,3.60%
2,19330754,彰銀安泰優質精選基金,16779113,0.60%,19256829,0.69%,41923771,1.50%,3912880,0.14%,-2380,0.00%,81870213,2.93%
6,17143431,彰銀安泰債券基金,0,0.00%,0,0.00%,6171093,0.36%,1410534,0.08%,1040,0.00%,7582667,0.44%
2,17146752,彰銀安泰成長精選基金,10546182,0.71%,11891318,0.80%,24111437,1.62%,2109746,0.14%,626,0.00%,48659309,3.27%
5,17602250,彰銀安泰平衡精選基金,12011247,0.41%,13167203,0.45%,36344315,1.25%,3634425,0.12%,52951,0.00%,65210141,2.24%
2,18037937,彰銀安泰e科技精選基金,3758886,0.40%,4156127,0.44%,15099396,1.61%,1415561,0.15%,-549,0.00%,24429421,2.61%
2,18488469,彰銀安泰中小精選基金,2388462,0.81%,2533554,0.86%,4708602,1.60%,441430,0.15%,548,0.00%,10072596,3.42%
4,14697373,彰銀安泰ING全球品牌基金,2905847,0.31%,503818,0.05%,17340653,1.87%,2890106,0.31%,3360565,0.36%,27000989,2.91%
4,94988015,彰銀安泰ING全球高股息基金,6403809,0.45%,1838546,0.13%,16386575,1.15%,2731101,0.19%,5300872,0.37%,32660903,2.30%
7,99035229,彰銀安泰ING全球複合債券基金,0,0.00%,0,0.00%,6832157,0.22%,1093148,0.04%,13199,0.00%,7938504,0.26%
2,19339447,聯邦價值基金,3119909,0.73%,3366692,0.79%,6790871,1.59%,639787,0.15%,41852,0.01%,13959111,3.28%
6,17144332,聯邦債券基金,0,0.00%,0,0.00%,83575005,0.36%,19102860,0.08%,44804587,0.20%,147482452,0.64%
2,17597236,聯邦精選科技基金,6503338,0.96%,7429126,1.10%,11143830,1.65%,1044733,0.15%,83215,0.01%,26204242,3.88%
5,17611820,聯邦雙利基金,3546074,1.21%,3956845,1.35%,3576595,1.22%,357661,0.12%,61408,0.02%,11498583,3.91%
2,18496290,聯邦中國龍基金,3971914,1.50%,4228964,1.60%,4260332,1.61%,399404,0.15%,7720,0.00%,12868334,4.87%
6,13984587,聯邦優利債券基金,0,0.00%,0,0.00%,8657546,0.37%,1811934,0.08%,3171208,0.13%,13640688,0.58%
2,14693572,聯邦台灣創新基金,5759744,1.70%,6545706,1.93%,5737417,1.69%,537877,0.16%,41058,0.01%,18621802,5.49%
5,98669575,聯邦平衡基金,134746,0.03%,62359,0.01%,2993192,0.59%,300059,0.06%,122994,0.02%,3613350,0.71%
2,17597600,台壽保阿波羅基金,12601394,1.10%,14424350,1.26%,18556022,1.62%,1739627,0.15%,10456,0.00%,47331849,4.12%
6,18035966,台壽保所羅門債券基金,0,0.00%,0,0.00%,51586957,0.38%,11791320,0.09%,6485,0.00%,63384762,0.46%
6,18489951,台壽保美邦債券基金,0,0.00%,0,0.00%,13220514,0.37%,3021845,0.08%,1980,0.00%,16244339,0.45%
2,18492956,台壽保媽祖基金,2460745,0.82%,2887727,0.96%,2926947,0.98%,274414,0.09%,130,0.00%,8549963,2.85%
6,13541747,台壽保豐年債券基金,0,0.00%,0,0.00%,2213802,0.26%,506017,0.06%,1,0.00%,2719820,0.32%
2,18434464,台壽保飛龍成長基金,3693675,1.14%,4174408,1.28%,3308299,1.02%,310165,0.10%,85,0.00%,11486632,3.53%
6,14705205,台壽保太陽神債券基金,0,0.00%,0,0.00%,5152283,0.40%,1030418,0.08%,7280,0.00%,6189981,0.48%
5,15578058,台壽保平衡基金,3047002,1.15%,2973544,1.13%,2148510,0.81%,214848,0.08%,105,0.00%,8384009,3.18%
2,17604124,德盛台灣大壩基金,14898430,0.94%,16823092,1.06%,25379132,1.61%,2379292,0.15%,245,0.00%,59480191,3.76%
6,18033003,德盛債券大壩基金,0,0.00%,0,0.00%,58441880,0.31%,15584506,0.08%,6656,0.00%,74033042,0.39%
2,18480065,德盛科技大壩基金,1582674,0.68%,1789396,0.77%,3793824,1.63%,355661,0.15%,215,0.00%,7521770,3.24%
4,14693593,德盛全球生技大壩基金,11930000,0.65%,146314,0.01%,31881104,1.74%,4782164,0.26%,570655,0.03%,49310237,2.70%
6,15754815,德盛債券二號大壩基金,0,0.00%,0,0.00%,1182247,0.30%,315257,0.08%,9950,0.00%,1507454,0.38%
7,98669250,德盛安聯全球債券基金,0,0.00%,0,0.00%,31386241,0.70%,4185349,0.09%,130837,0.00%,35702427,0.80%
2,17612497,國泰國泰基金,19091089,0.54%,21144036,0.60%,57101792,1.61%,5353296,0.15%,266523,0.01%,102956736,2.90%
6,18034853,國泰債券基金,0,0.00%,0,0.00%,85347927,0.36%,19508095,0.08%,55427965,0.23%,160283987,0.68%
2,18043059,國泰中小成長基金,7321338,0.77%,7829531,0.82%,15071205,1.57%,1412936,0.15%,77426,0.01%,31712436,3.31%
5,18494624,國泰平衡基金,2772962,0.98%,2890318,1.02%,3391843,1.20%,339198,0.12%,50228,0.02%,9444549,3.33%
6,13540374,國泰長利債券基金,0,0.00%,0,0.00%,8140702,0.34%,1860721,0.08%,8410048,0.35%,18411471,0.77%
2,19291128,國泰大中華基金,11398382,1.42%,12885300,1.60%,13135520,1.63%,1231470,0.15%,83376,0.01%,38734048,4.82%
2,14705562,國泰科技生化基金,10525716,1.45%,12349957,1.71%,11939126,1.65%,1119297,0.15%,74611,0.01%,36008707,4.97%
5,98763972,國泰全球雙利基金,1160202,0.06%,11442,0.00%,12461759,0.64%,2160040,0.11%,504081,0.03%,16297524,0.83%
7,99041658,國泰全球債券基金,0,0.00%,0,0.00%,5465473,0.12%,819823,0.02%,8639,0.00%,6293935,0.14%
2,18030218,富達台灣基金,8078318,0.37%,9116552,0.42%,34707015,1.60%,3253782,0.15%,373,0.00%,55156040,2.55%
2,13984165,富達台灣成長基金,3272960,0.48%,2992741,0.44%,10527840,1.56%,986985,0.15%,432,0.00%,17780958,2.63%
7,98668127,富達飛鷹全球債券基金,0,0.00%,0,0.00%,9618828,0.51%,1357953,0.07%,1500,0.00%,10978281,0.58%
7,99175375,富達世界債券基金,0,0.00%,0,0.00%,779778,0.04%,105499,0.01%,3980,0.00%,889257,0.04%
2,18492956,台壽保媽祖基金,825857,0.28%,1030421,0.34%,2100654,0.70%,196933,0.07%,0,0.00%,4153865,1.39%
6,13541747,台壽保豐年債券基金,0,0.00%,0,0.00%,274774,0.03%,62809,0.01%,45062,0.01%,382645,0.05%
2,18434464,台壽保飛龍成長基金,1287842,0.40%,1520813,0.47%,2110922,0.65%,197891,0.06%,0,0.00%,5117468,1.57%
5,15578058,台壽保平衡基金,268821,0.10%,139295,0.05%,1109983,0.42%,111005,0.04%,23708,0.01%,1652812,0.63%
2,18499732,遠東大聯台灣旗艦基金,11707366,1.05%,13337088,1.20%,18244255,1.64%,1710394,0.15%,68351,0.01%,45067454,4.05%
6,13999821,遠東大聯台灣債券基金,0,0.00%,0,0.00%,32320000,0.36%,7387434,0.08%,11215494,0.12%,50922928,0.56%
2,14545897,遠東大聯科技基金,4821799,0.49%,5153679,0.52%,15989092,1.61%,1498971,0.15%,2484,0.00%,27466025,2.77%
7,99039674,遠東大聯全球債券基金,0,0.00%,0,0.00%,3170526,0.18%,507286,0.03%,51773,0.00%,3729585,0.21%
2,13539952,凱基開創基金,6880838,0.58%,7409845,0.63%,18731467,1.59%,1756077,0.15%,230,0.00%,34778457,2.95%
2,14541724,凱基創星基金,8311023,1.07%,9570836,1.23%,12816598,1.65%,1201559,0.16%,371,0.00%,31900387,4.12%
6,14703038,凱基凱旋基金,0,0.00%,0,0.00%,61794756,0.35%,14124509,0.08%,0,0.00%,75919265,0.43%
2,15562844,凱基先進基金,5652124,1.32%,5984469,1.40%,6766715,1.58%,634388,0.15%,214,0.00%,19037910,4.44%
5,80901592,凱基精算家基金,5365913,1.28%,5642614,1.35%,4445135,1.06%,444510,0.11%,180,0.00%,15898352,3.80%
5,99017432,凱基長盛基金,1052754,0.05%,444152,0.02%,9311577,0.41%,931160,0.04%,985,0.00%,11740628,0.52%
