類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,股票ETF及指數型基金申購/買回交易費_累積金額,股票ETF及指數型基金申購/買回交易費_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,保證費_累積金額,保證費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
AA2,42386152,統一全球新科技基金,29754490,0.63%,4586666,0.10%,0,0.00%,94795862,2.00%,13745404,0.29%,0,0.00%,361338,0.01%,143243760,3.02%
AJ2,42539805,統一全球動態多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2967557,0.44%,550418,0.08%,0,0.00%,11348936,1.70%,1802474,0.27%,0,0.00%,217164,0.03%,16886549,2.53%
AA2,72956685,統一大東協高股息基金,886533,0.19%,538489,0.12%,0,0.00%,9203203,2.00%,1334466,0.29%,0,0.00%,243056,0.05%,12205747,2.65%
AH21,73692389,統一NYSE FANG+ ETF基金,3639383,0.05%,54120,0.00%,1263032,0.02%,66149654,0.85%,14008156,0.18%,0,0.00%,6185058,0.08%,88773339,1.14%
AH22,76331254,統一彭博10年期以上Aa至A級美元優質公司債券ETF基金,0,0.00%,0,0.00%,0,0.00%,2428232,0.30%,1214111,0.15%,0,0.00%,881521,0.11%,4523864,0.56%
AA2,76332943,統一全球智聯網AIoT基金,3871568,0.09%,1874969,0.04%,0,0.00%,85628599,2.00%,11559848,0.27%,0,0.00%,597476,0.01%,103532460,2.42%
AA1,974018,富邦基金,10395579,0.56%,18136643,0.98%,0,0.00%,19547106,1.06%,2766265,0.15%,0,0.00%,215010,0.01%,51060603,2.77%
AA1,92002384,富邦精準基金,5447036,0.38%,9080848,0.64%,0,0.00%,21361171,1.50%,2136111,0.15%,0,0.00%,214890,0.02%,38240056,2.69%
AA1,92010477,富邦長紅基金,6315128,0.47%,10749999,0.79%,0,0.00%,21700182,1.60%,2034375,0.15%,0,0.00%,215020,0.02%,41014704,3.02%
AD1,97980579,富邦吉祥貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,28818815,0.09%,14410750,0.05%,0,0.00%,1809095,0.01%,45038660,0.14%
AA1,20089755,富邦精銳中小基金,4478460,0.40%,7366492,0.66%,0,0.00%,17803893,1.60%,1669117,0.15%,0,0.00%,215050,0.02%,31533012,2.83%
AA1,81585475,富邦高成長基金,5512840,0.37%,9029972,0.61%,0,0.00%,23834388,1.60%,2234469,0.15%,0,0.00%,215050,0.01%,40826719,2.74%
AA1,83864683,富邦科技基金,1970497,0.45%,3412001,0.78%,0,0.00%,6988757,1.60%,655189,0.15%,0,0.00%,94990,0.02%,13121434,3.01%
AA1,17148301,富邦台灣心基金,3151855,0.53%,5267976,0.89%,0,0.00%,9489711,1.60%,889660,0.15%,0,0.00%,154880,0.03%,18954082,3.20%
AG,99991502,富邦全球不動產基金,328629,0.19%,41683,0.02%,0,0.00%,2553936,1.50%,408631,0.24%,0,0.00%,94961,0.06%,3427840,2.01%
AH11,48790067,富邦台灣科技指數基金,6836442,0.11%,10631050,0.18%,17166633,0.28%,9067831,0.15%,2115835,0.04%,0,0.00%,2881708,0.05%,14366233,0.24%
AA2,48908684,富邦大中華成長基金,4798562,0.46%,3900824,0.37%,0,0.00%,18419298,1.75%,2736589,0.26%,0,0.00%,293982,0.03%,30149255,2.86%
AH11,48975156,富邦台灣ETF傘型基金之富邦台灣摩根指數股票型基金,27827,0.01%,24497,0.01%,0,0.00%,372866,0.15%,86992,0.04%,0,0.00%,2539591,1.02%,3051773,1.23%
AC21,26275812,富邦全球投資等級債券基金,98682,0.02%,6062,0.00%,0,0.00%,4040685,0.80%,1264420,0.25%,0,0.00%,127993,0.03%,5537842,1.09%
AH21,26334740,富邦上証180基金,2177035,0.05%,828344,0.02%,1758138,0.04%,46395999,0.99%,4686485,0.10%,0,0.00%,3248140,0.07%,55577865,1.19%
AH11,31840182,富邦台灣釆吉50基金,28670110,0.09%,4376320,0.01%,28938473,0.09%,46464062,0.15%,10841624,0.04%,0,0.00%,13771970,0.04%,75185613,0.24%
AC21,31946404,富邦中國債券傘型之富邦中國優質債券基金 (本基金之配息來源可能為本金),3364,0.00%,0,0.00%,0,0.00%,2542657,1.00%,635664,0.25%,0,0.00%,121970,0.05%,3303655,1.30%
AC23,31946426,富邦中國債券傘型之富邦中國非投資等級債券基金 (本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,5661735,1.51%,943623,0.25%,0,0.00%,354693,0.09%,6960051,1.85%
AD2,38583188,富邦中國貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,2725575,0.40%,749524,0.11%,0,0.00%,153395,0.02%,3628494,0.53%
AH23,38633011,富邦中國ETF傘型基金之富邦上証180單日正向兩倍基金,80387521,0.78%,155450,0.00%,7591574,0.07%,90079837,0.88%,23662263,0.23%,0,0.00%,4643921,0.05%,191337418,1.86%
AH23,38633027,富邦中國ETF傘型基金之富邦上証180單日反向一倍基金,1467188,0.41%,24303,0.01%,33715,0.01%,3513559,0.99%,816270,0.23%,0,0.00%,1041737,0.29%,6829342,1.92%
AJ2,38653992,富邦中國多重資產型基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),1610448,0.57%,914581,0.32%,0,0.00%,4054872,1.42%,712274,0.25%,0,0.00%,355301,0.12%,7647476,2.68%
AH21,42302273,富邦深証100基金,572686,0.04%,231100,0.01%,632802,0.04%,15727348,0.99%,1588618,0.10%,0,0.00%,1818259,0.11%,19305209,1.22%
AH23,42319561,富邦日本ETF傘型基金之富邦日本東証單日正向兩倍基金 (本基金採匯率避險),271040,0.08%,0,0.00%,145807,0.04%,3037165,0.94%,681693,0.21%,0,0.00%,362343,0.11%,4206434,1.30%
AH23,42319582,富邦日本ETF傘型基金之富邦日本東証單日反向一倍基金 (本基金採匯率避險),181061,0.06%,0,0.00%,24109,0.01%,2829923,0.99%,514538,0.18%,0,0.00%,311631,0.11%,3813044,1.33%
AH21,42328908,富邦日本東証基金 (本基金採匯率避險),699111,0.13%,0,0.00%,221732,0.04%,2785782,0.50%,1114310,0.20%,0,0.00%,809421,0.15%,5186892,0.93%
AH21,42376963,富邦印度ETF傘型基金之富邦印度NIFTY基金,269571,0.05%,106248,0.02%,625842,0.11%,5832508,0.99%,1531779,0.26%,0,0.00%,1922278,0.33%,9036542,1.53%
AH23,42376984,富邦印度ETF傘型基金之富邦印度NIFTY單日反向一倍基金,422115,0.19%,0,0.00%,97464,0.04%,2156288,0.99%,500961,0.23%,0,0.00%,1090697,0.50%,4072597,1.87%
AH23,42376990,富邦印度ETF傘型基金之富邦印度NIFTY單日正向兩倍基金,2573801,0.35%,0,0.00%,1124962,0.15%,7227890,0.99%,1679199,0.23%,0,0.00%,1316860,0.18%,11672788,1.60%
AH21,42399305,富邦NASDAQ-100基金,11946747,0.19%,63160,0.00%,14065780,0.23%,18690116,0.30%,13083081,0.21%,0,0.00%,5511534,0.09%,35228858,0.57%
AH23,42404567,富邦恒生國企ETF傘型基金之富邦恒生國企單日反向一倍基金,261799,0.21%,0,0.00%,15877,0.01%,1054423,0.85%,210877,0.17%,0,0.00%,604792,0.49%,2116014,1.71%
AH23,42404573,富邦恒生國企ETF傘型基金之富邦恒生國企單日正向兩倍基金,3730708,0.38%,0,0.00%,3402710,0.35%,8346882,0.85%,1669376,0.17%,0,0.00%,749032,0.08%,11093288,1.13%
AH13,42450837,富邦臺灣加權ETF傘型基金之富邦臺灣加權單日正向兩倍基金,1081125,0.08%,1568323,0.12%,1851609,0.14%,6914395,0.54%,511574,0.04%,0,0.00%,804398,0.06%,9028206,0.71%
AH13,42450843,富邦臺灣加權ETF傘型基金之富邦臺灣加權單日反向一倍基金,847260,0.04%,1174292,0.06%,361875,0.02%,11219737,0.55%,814886,0.04%,0,0.00%,893096,0.04%,14587396,0.72%
AH23,42441704,富邦NASDAQ-100 ETF傘型基金之富邦NASDAQ-100單日反向一倍基金 (本基金採匯率避險),443389,0.02%,0,0.00%,526827,0.03%,18211628,0.88%,3716094,0.18%,0,0.00%,2075391,0.10%,23919675,1.16%
AH23,42441710,富邦NASDAQ-100 ETF傘型基金之富邦NASDAQ-100單日正向兩倍基金 (本基金採匯率避險),1396024,0.04%,0,0.00%,7698046,0.19%,35488752,0.89%,7975010,0.20%,0,0.00%,3667162,0.09%,40828902,1.02%
AJ2,42479095,富邦歐亞絲路多重資產型基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),612621,0.33%,302474,0.16%,0,0.00%,2914901,1.57%,501488,0.27%,0,0.00%,210989,0.11%,4542473,2.45%
AH11,42482423,富邦臺灣公司治理100基金,9519746,0.07%,8184862,0.06%,10455136,0.07%,21278931,0.15%,4965068,0.04%,0,0.00%,3352897,0.02%,36846368,0.26%
AH22,42519239,富邦美國政府債券ETF傘型基金之富邦美國政府債券1-3年期基金,0,0.00%,0,0.00%,0,0.00%,5595618,0.07%,4828222,0.06%,0,0.00%,3585429,0.05%,14009269,0.18%
AH22,42519245,富邦美國政府債券ETF傘型基金之富邦美國政府債券7-10年期基金,0,0.00%,0,0.00%,0,0.00%,1030478,0.20%,875916,0.17%,0,0.00%,760918,0.15%,2667312,0.52%
AH22,42519250,富邦美國政府債券ETF傘型基金之富邦美國政府債券20年期以上基金,0,0.00%,0,0.00%,0,0.00%,20843007,0.10%,12505804,0.06%,0,0.00%,8911564,0.04%,42260375,0.20%
AH21,42464918,富邦恒生國企ETF基金,279367,0.12%,284194,0.12%,336586,0.14%,1189144,0.50%,428100,0.18%,0,0.00%,637653,0.27%,2481872,1.04%
AH21,42529243,富邦富時歐洲ETF基金,206367,0.11%,176988,0.09%,137144,0.07%,964858,0.50%,559615,0.29%,0,0.00%,207355,0.11%,1978039,1.03%
AH21,42546448,富邦標普美國特別股ETF基金,1777167,0.05%,21005,0.00%,0,0.00%,22836010,0.60%,7612004,0.20%,0,0.00%,2523565,0.07%,34769751,0.91%
AH22,42550548,富邦中國政策金融債券ETF基金,0,0.00%,0,0.00%,0,0.00%,48440886,0.30%,19376345,0.12%,0,0.00%,7912080,0.05%,75729311,0.47%
AH11,72949931,富邦道瓊臺灣優質高息30ETF基金,1550140,0.10%,2125349,0.14%,336307,0.02%,7060240,0.45%,549131,0.04%,0,0.00%,1132003,0.07%,12080556,0.77%
AH11,72960132,富邦臺灣中小A級動能50ETF基金,7338630,0.63%,11874679,1.01%,427975,0.04%,4689840,0.40%,410362,0.04%,0,0.00%,1077386,0.09%,24962922,2.13%
AH22,72963525,富邦全方位入息ETF傘型基金之富邦彭博優選1-5年非投資等級債券ETF基金 (本基金主要係投資於非投資等級之高風險債券),0,0.00%,0,0.00%,0,0.00%,1274380,0.40%,509758,0.16%,0,0.00%,879643,0.28%,2663781,0.84%
AH22,72963546,富邦全方位入息ETF傘型基金之富邦彭博10年期(以上)BBB美元息收公司債券ETF基金,0,0.00%,0,0.00%,0,0.00%,67771664,0.20%,27108660,0.08%,0,0.00%,9099561,0.03%,103979885,0.31%
AH22,73626500,富邦多元收益ETF傘型基金之富邦彭博9-35年A級美元息收公司債券ETF基金,0,0.00%,0,0.00%,0,0.00%,91711723,0.18%,26576591,0.05%,0,0.00%,12149473,0.02%,130437787,0.26%
AC21,72968140,富邦六年到期新興市場債券基金 (本基金有相當比重投資於非投資等級之高風險債券),0,0.00%,0,0.00%,0,0.00%,15782131,0.72%,2705514,0.12%,0,0.00%,129424,0.01%,18617069,0.85%
AJ2,73712293,富邦AI智能新趨勢多重資產型基金 (本基金有相當比重投資於非投資等級之高風險債券),8259646,0.38%,7131288,0.32%,0,0.00%,38448833,1.75%,5937732,0.27%,0,0.00%,476107,0.02%,60253606,2.74%
AH21,74721518,富邦多元收益ⅡETF傘型基金之富邦中國中証中小500ETF基金,169231,0.08%,93336,0.04%,53339,0.02%,2148812,0.99%,217054,0.10%,0,0.00%,1688133,0.78%,4263227,1.96%
AH22,74721545,富邦多元收益ⅡETF傘型基金之富邦中國美元投資等級債券ETF基金,0,0.00%,0,0.00%,0,0.00%,435506,0.40%,141539,0.13%,0,0.00%,145822,0.13%,722867,0.66%
AH22,74721600,富邦多元收益ⅡETF傘型基金之富邦全球金融業10年以上美元投等債券ETF基金,0,0.00%,0,0.00%,0,0.00%,41706407,0.20%,12588177,0.06%,0,0.00%,8856556,0.04%,63151140,0.30%
AH22,76311594,富邦多元收益ⅢETF傘型基金之富邦彭博歐洲區美元7-15年期銀行債ETF基金,0,0.00%,0,0.00%,0,0.00%,10894101,0.39%,4513666,0.16%,0,0.00%,1872418,0.07%,17280185,0.61%
AH22,76311692,富邦多元收益ⅢETF傘型基金之富邦中國以外新興市場美元5年以上投資等級債券ETF基金,0,0.00%,0,0.00%,0,0.00%,18079718,0.30%,6026584,0.10%,0,0.00%,2903672,0.05%,27009974,0.45%
AA1,88095396,富邦台灣永續發展高股息基金,8102646,0.39%,14167888,0.68%,0,0.00%,31380764,1.50%,2510458,0.12%,0,0.00%,245040,0.01%,56406796,2.70%
AH21,88173189,富邦富時越南ETF基金,47676979,0.30%,3430271,0.02%,58105475,0.36%,159141419,0.99%,36972248,0.23%,0,0.00%,17439992,0.11%,206555434,1.28%
AH11,88183736,富邦台灣核心半導體ETF基金,12193122,0.16%,13532476,0.17%,5164004,0.07%,31133079,0.40%,2724167,0.04%,0,0.00%,6903883,0.09%,61322723,0.79%
AH21,88194950,富邦未來車ETF基金,9616618,0.13%,1961068,0.03%,8134509,0.11%,64497581,0.90%,14332806,0.20%,0,0.00%,5048638,0.07%,87322202,1.22%
AH21,88234242,富邦基因免疫生技ETF基金,4313256,0.14%,443660,0.01%,1900320,0.06%,26136841,0.85%,6149843,0.20%,0,0.00%,3152872,0.10%,38296152,1.25%
AH11,88254540,富邦特選台灣高股息30ETF基金,128074124,0.46%,185420419,0.66%,32867398,0.12%,84149551,0.30%,9817453,0.04%,0,0.00%,10991835,0.04%,385585984,1.37%
AH21,88261140,富邦元宇宙ETF基金,16426516,0.38%,3409607,0.08%,8875292,0.21%,33339201,0.77%,8334807,0.19%,0,0.00%,6057124,0.14%,58691963,1.36%
AH21,88313560,富邦全球入息不動產與基礎建設ETF基金,3015845,0.46%,1502201,0.23%,1878071,0.29%,2725902,0.42%,754865,0.12%,0,0.00%,1089339,0.17%,7210081,1.11%
AH21,88332996,富邦全球ESG綠色電力ETF基金,944668,0.27%,236537,0.07%,573801,0.17%,692861,0.20%,153969,0.04%,0,0.00%,238170,0.07%,1692404,0.49%
AJ2,88323238,富邦台美雙星多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),337593,0.02%,0,0.00%,0,0.00%,1775268,0.12%,262672,0.02%,0,0.00%,100894,0.01%,2476427,0.17%
AA1,1032162,摩根台灣增長基金,107884,0.01%,235273,0.02%,0,0.00%,15151298,1.20%,2525224,0.20%,0,0.00%,262867,0.02%,18282546,1.45%
AA2,92005896,摩根新興日本基金,239782,0.04%,0,0.00%,0,0.00%,8299657,1.50%,1217298,0.22%,0,0.00%,326641,0.06%,10083378,1.82%
AA1,92012025,摩根新興科技基金,3524246,0.08%,12095966,0.26%,0,0.00%,70262727,1.50%,6557853,0.14%,0,0.00%,261075,0.01%,92701867,1.98%
AA2,92023780,摩根亞洲基金,2779852,0.06%,5700711,0.13%,0,0.00%,79519455,1.75%,11814328,0.26%,0,0.00%,1121950,0.02%,100936296,2.22%
AD1,97991668,摩根第一貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,3040238,0.08%,1900155,0.05%,0,0.00%,483711,0.01%,5424104,0.14%
AA2,97999612,摩根龍揚基金,3879458,0.07%,6391324,0.12%,0,0.00%,90872944,1.75%,13501117,0.26%,0,0.00%,507240,0.01%,115152083,2.22%
AA2,20096209,摩根東方科技基金,3503952,0.11%,4814063,0.14%,0,0.00%,58386965,1.75%,8674645,0.26%,0,0.00%,816451,0.02%,76196076,2.28%
AA2,73980092,摩根大歐洲基金,1275099,0.05%,3343342,0.13%,0,0.00%,44703924,1.75%,7663540,0.30%,0,0.00%,662258,0.03%,57648163,2.26%
AA1,73989501,摩根中小基金,888396,0.09%,3053170,0.30%,0,0.00%,16110192,1.60%,1510327,0.15%,0,0.00%,262319,0.03%,21824404,2.17%
AB1,18036846,摩根平衡基金,1382452,0.07%,4550845,0.22%,0,0.00%,20074233,0.95%,2523275,0.12%,0,0.00%,288449,0.01%,28819254,1.37%
AB2,99181637,摩根全球平衡基金,87207,0.01%,108206,0.02%,0,0.00%,10190874,1.50%,1019092,0.15%,0,0.00%,909830,0.13%,12315209,1.81%
AA2,29245757,摩根全球創新成長基金,848875,0.04%,1406463,0.06%,0,0.00%,29643079,1.29%,6165758,0.27%,0,0.00%,599380,0.03%,38663555,1.69%
AB2,21704027,摩根亞太高息平衡基金 (本基金之配息來源可能為本金),313233,0.03%,549210,0.06%,0,0.00%,13472715,1.50%,1616720,0.18%,0,0.00%,670947,0.07%,16622825,1.85%
AA2,48727760,摩根絕對日本基金,268979,0.04%,0,0.00%,0,0.00%,12995781,2.00%,1104625,0.17%,0,0.00%,258355,0.04%,14627740,2.25%
AA2,48768614,摩根新興35基金,2136512,0.06%,2229787,0.06%,0,0.00%,73535535,2.00%,11166411,0.30%,0,0.00%,1443477,0.04%,90511722,2.46%
AA2,48974190,摩根新絲路基金,297161,0.05%,609894,0.11%,0,0.00%,11375485,2.00%,1592575,0.28%,0,0.00%,961748,0.17%,14836863,2.61%
AA2,10313109,摩根東方內需機會基金,389571,0.05%,729718,0.09%,0,0.00%,14978367,1.75%,2396540,0.28%,0,0.00%,726430,0.08%,19220626,2.25%
AA2,10348445,摩根金龍收成基金,384122,0.08%,635378,0.12%,0,0.00%,8947675,1.75%,1329374,0.26%,0,0.00%,238401,0.05%,11534950,2.26%
AA2,25627402,摩根中國亮點基金,790186,0.05%,1296390,0.09%,0,0.00%,26760928,1.80%,3716791,0.25%,0,0.00%,532313,0.04%,33096608,2.23%
AA1,25636367,摩根台灣金磚基金,2111738,0.09%,6630808,0.27%,0,0.00%,39298720,1.60%,3684256,0.15%,0,0.00%,171062,0.01%,51896584,2.11%
AA2,25684986,摩根新金磚五國基金,304838,0.04%,423005,0.06%,0,0.00%,13661238,2.00%,2117510,0.31%,0,0.00%,1071756,0.16%,17578347,2.57%
AE22,26279269,摩根總收益組合基金 (本基金之配息來源可能為本金),60111,0.01%,0,0.00%,0,0.00%,412876,0.05%,1091262,0.13%,0,0.00%,163930,0.02%,1728179,0.21%
AC23,26297196,摩根新興市場非投資等級債券基金 (本基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,7548720,1.40%,1453844,0.27%,0,0.00%,385839,0.07%,9388403,1.74%
AC23,26376229,摩根亞洲總合非投資等級債券基金 (本基金之配息來源可能為本金),0,0.00%,11123,0.00%,0,0.00%,19809804,1.55%,3037515,0.24%,0,0.00%,512077,0.04%,23370519,1.83%
AA2,31944996,摩根中國A股基金,11495580,0.09%,6499165,0.05%,0,0.00%,242674235,1.86%,35052957,0.27%,0,0.00%,1098218,0.01%,296820155,2.27%
AA2,38532914,摩根泛亞太股票入息基金 (本基金之配息來源可能為本金),337506,0.05%,561235,0.09%,0,0.00%,12290474,1.86%,1911826,0.29%,0,0.00%,644745,0.10%,15745786,2.39%
AE23,38612682,摩根多元入息成長基金 (本基金之配息來源可能為本金),13861,0.00%,843,0.00%,0,0.00%,2657121,0.03%,14846097,0.16%,0,0.00%,285246,0.00%,17803168,0.19%
AB2,42299565,摩根新興雙利平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),273488,0.06%,398604,0.09%,0,0.00%,7484732,1.76%,1144712,0.27%,0,0.00%,819956,0.19%,10121492,2.38%
AB2,42319892,摩根中國雙息平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),1527529,0.03%,1774686,0.04%,0,0.00%,77013276,1.66%,12514641,0.27%,0,0.00%,868665,0.02%,93698797,2.01%
AA2,42381001,摩根環球股票收益基金 (本基金之配息來源可能為本金),672010,0.04%,921959,0.05%,0,0.00%,28823683,1.64%,5044140,0.29%,0,0.00%,204312,0.01%,35666104,2.03%
AA1,973762,華南永昌永昌基金,11705276,1.09%,17170877,1.60%,0,0.00%,12915062,1.20%,1506760,0.14%,0,0.00%,329067,0.03%,43627042,4.05%
AD1,97971760,華南永昌鳳翔貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,13913492,0.06%,9275672,0.04%,0,0.00%,19261603,0.08%,42450767,0.18%
AD1,13989817,華南永昌麒麟貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,8568665,0.10%,3427461,0.04%,0,0.00%,7240674,0.08%,19236800,0.22%
AA2,48824897,華南永昌全球精品基金,968726,0.22%,182489,0.04%,0,0.00%,8908444,2.00%,1158093,0.26%,0,0.00%,211145,0.05%,11428897,2.57%
AA2,38546656,華南永昌中國A股基金,1656279,0.31%,1227013,0.23%,0,0.00%,9509663,1.80%,1320789,0.25%,0,0.00%,292148,0.06%,14005892,2.65%
AB2,38618790,華南永昌多重資產入息平衡基金 (本基金之配息來源可能為本金),1389766,0.27%,278866,0.06%,0,0.00%,7581753,1.50%,1263637,0.25%,0,0.00%,257842,0.05%,10771864,2.13%
AA2,42333698,華南永昌全球物聯網精選基金,725058,0.28%,105394,0.04%,0,0.00%,4085809,1.60%,663952,0.26%,0,0.00%,148471,0.06%,5728684,2.24%
AE21,42527673,華南永昌Shiller US CAPE ETF組合基金 (本基金之配息來源可能為本金),1042472,0.33%,9695,0.00%,0,0.00%,4456613,1.40%,477493,0.15%,0,0.00%,173189,0.05%,6159462,1.93%
AJ2,76871420,華南永昌低波動多重資產基金,702634,0.09%,6007,0.00%,0,0.00%,12813689,1.60%,1761890,0.22%,0,0.00%,15457766,1.93%,30741986,3.84%
AE23,88234279,華南永昌實質豐收組合基金 (本基金有相當比重投資於持有非投資等級高風險債券之基金且配息來源可能為本金),2142731,0.41%,134750,0.03%,0,0.00%,6193478,1.19%,726266,0.14%,0,0.00%,194012,0.04%,9391237,1.81%
AI2,88342452,華南永昌全球碳中和趨勢指數基金,781708,0.11%,171200,0.02%,0,0.00%,1093642,0.15%,227847,0.03%,0,0.00%,166399,0.02%,2440796,0.34%
AI1,88342468,華南永昌台灣環境永續高股息指數基金,1235400,0.08%,5982,0.00%,0,0.00%,1642457,0.10%,307960,0.02%,0,0.00%,405218,0.03%,3597017,0.23%
AA1,974241,新光台灣富貴基金,8078822,0.87%,11806760,1.27%,0,0.00%,11153384,1.20%,1394153,0.15%,0,0.00%,220360,0.02%,32653479,3.51%
AD1,97988122,新光吉星貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,23503563,0.10%,9401436,0.04%,0,0.00%,1665453,0.01%,34570452,0.15%
AA1,81585242,新光創新科技基金,13676717,0.62%,19976169,0.91%,0,0.00%,35200580,1.60%,3080055,0.14%,0,0.00%,220280,0.01%,72153801,3.28%
AA1,73998071,新光店頭基金,4045093,0.94%,6009728,1.40%,0,0.00%,6886571,1.60%,645604,0.15%,0,0.00%,200356,0.05%,17787352,4.13%
AA1,13986924,新光大三通基金,4553834,0.63%,6795269,0.93%,0,0.00%,11628733,1.60%,1090192,0.15%,0,0.00%,220300,0.03%,24288328,3.34%
AA2,25515841,新光中國成長基金,4459682,0.96%,42259,0.01%,0,0.00%,8265881,1.78%,1204433,0.26%,0,0.00%,443195,0.10%,14415450,3.11%
AF,38530486,新光澳幣十年期保本基金 (保護型保本基金；保本比率為本金之100%，但投資人於基金到期日前提出買回申請，到期前之買回淨值不保證會高於基金保本率或發行價格；本基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,0,0.00%,460893,0.08%,0,0.00%,148062,0.03%,608955,0.11%
AA2,38600433,新光全球生技醫療基金,5706671,0.85%,412522,0.06%,0,0.00%,12118796,1.80%,2019794,0.30%,0,0.00%,206467,0.03%,20464250,3.04%
AB2,42384458,新光美國豐收平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),10302,0.00%,0,0.00%,0,0.00%,5865202,1.65%,924233,0.26%,0,0.00%,227366,0.06%,7027103,1.98%
AC21,42443463,新光全球債券基金 (本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,2607432,1.00%,417187,0.16%,0,0.00%,228446,0.09%,3253065,1.25%
AC21,72952267,新光六年到期全球新興市場債券基金 (本基金有相當比重投資於非投資等級之高風險債券),0,0.00%,0,0.00%,0,0.00%,3777018,0.60%,755394,0.12%,0,0.00%,221757,0.04%,4754169,0.76%
AA2,73706623,新光全球AI新創產業基金,4967455,0.74%,519906,0.08%,0,0.00%,13474261,2.00%,1751677,0.26%,0,0.00%,231738,0.03%,20945037,3.11%
AH22,74708894,新光全方位收益ETF傘型基金之新光富時15年以上特選產業美元投資等級債券ETF基金,0,0.00%,0,0.00%,0,0.00%,10168671,0.38%,4192065,0.16%,0,0.00%,1574547,0.06%,15935283,0.59%
AH22,74708917,新光全方位收益ETF傘型基金之新光中國10年期國債及政策金融附加綠債債券ETF基金,0,0.00%,0,0.00%,0,0.00%,16908771,0.26%,8067361,0.12%,0,0.00%,4331749,0.07%,29307881,0.45%
AH22,75968381,新光精選收益ETF傘型基金之新光美國政府1至3年期債券ETF基金,0,0.00%,0,0.00%,0,0.00%,2612042,0.08%,2230082,0.07%,0,0.00%,848349,0.03%,5690473,0.18%
AH22,76307395,新光首選收益傘型基金之新光15年期(以上)美元金融債券ETF基金,0,0.00%,0,0.00%,0,0.00%,6430553,0.27%,2868993,0.12%,0,0.00%,1242017,0.05%,10541563,0.45%
AA2,76307521,新光全球特別股收益基金 (本基金之配息來源可能為本金),721375,0.31%,110054,0.05%,0,0.00%,3917419,1.70%,622172,0.27%,0,0.00%,225589,0.10%,5596609,2.43%
AH22,76492552,新光優質收益ETF傘型基金之新光15年期(以上)A-BBB美元電信債券ETF基金,0,0.00%,0,0.00%,0,0.00%,29839594,0.20%,8951893,0.06%,0,0.00%,3651828,0.02%,42443315,0.28%
AC21,76861627,新光新興富域國家債券基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,4392747,1.50%,761402,0.26%,0,0.00%,222607,0.08%,5376756,1.84%
AA2,78704722,新光全球宅經濟基金,1012961,0.68%,163273,0.11%,0,0.00%,2993673,2.00%,404130,0.27%,0,0.00%,222639,0.15%,4796676,3.20%
AI2,88125080,新光恒生科技指數基金,408519,0.05%,31848,0.00%,0,0.00%,12168027,1.50%,1622403,0.20%,0,0.00%,717547,0.09%,14948344,1.84%
AC21,88185328,新光再生環境債券基金 (本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金；本基金非屬環境、社會及治理相關主題基金),0,0.00%,0,0.00%,0,0.00%,8884196,1.50%,1539911,0.26%,0,0.00%,269171,0.05%,10693278,1.81%
AH11,88265048,新光臺灣全市場半導體精選30ETF基金,3148490,0.18%,1446363,0.08%,1652606,0.10%,5826580,0.34%,509835,0.03%,0,0.00%,1304032,0.08%,10582694,0.62%
AA1,88316721,新光臺灣高股息基金,1922238,0.23%,2238025,0.27%,0,0.00%,6568014,0.78%,656798,0.08%,0,0.00%,200185,0.02%,11585260,1.38%
AC23,26289695,瑞銀亞洲非投資等級債券基金 (本基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,11058540,1.50%,1179580,0.16%,0,0.00%,191204,0.03%,12429324,1.69%
AC23,72948187,瑞銀全方位非投資等級債券基金 (本基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,11893396,1.80%,1651854,0.25%,0,0.00%,210175,0.03%,13755425,2.08%
