類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
2,1031874,瑞銀小龍基金,701506,1.58%,756995,1.70%,706589,1.59%,148209,0.33%,314290,0.71%,2627589,5.90%
2,92011433,瑞銀強勢基金,883505,1.42%,943115,1.51%,1068470,1.71%,100174,0.16%,405,0.00%,2995669,4.81%
6,92029320,瑞銀台灣債券基金,0,0.00%,0,0.00%,44065252,0.18%,12590078,0.05%,19182,0.00%,56674512,0.23%
2,19325252,瑞銀鐵木真基金,4049281,0.66%,4355738,0.71%,8133852,1.33%,762550,0.13%,2220,0.00%,17303641,2.84%
2,17153269,瑞銀雅典娜基金,2364531,0.72%,2674628,0.81%,5376271,1.63%,504615,0.15%,960,0.00%,10921005,3.32%
5,18493012,瑞銀袋鼠基金,6490555,1.11%,6477313,1.10%,7079638,1.21%,707958,0.12%,24283,0.00%,20779747,3.54%
6,13527822,瑞銀翔鷹債券基金,0,0.00%,0,0.00%,554656,0.06%,126778,0.01%,0,0.00%,681434,0.07%
1,92028997,群益中小型股基金,17723053,0.29%,20349755,0.33%,78567202,1.27%,7856725,0.13%,300553,0.00%,124797288,2.02%
6,97978525,群益安穩收益基金,0,0.00%,146476,0.00%,147787473,0.27%,38704342,0.07%,2060,0.00%,186640351,0.35%
2,97984293,群益馬拉松基金,21626715,0.38%,25429433,0.45%,73040775,1.30%,6847579,0.12%,498,0.00%,126945000,2.25%
2,20081352,群益店頭市場基金,24981686,0.86%,27929819,0.96%,36252162,1.25%,3398636,0.12%,855355,0.03%,93417658,3.21%
2,81591434,群益長安基金,16713869,0.66%,19566929,0.78%,26708549,1.06%,2503921,0.10%,312,0.00%,65493580,2.60%
6,19326652,群益安利基金,0,0.00%,0,0.00%,18789295,0.18%,4697319,0.04%,37007,0.00%,23523621,0.22%
2,19339782,群益創新科技基金,16065037,0.59%,17555746,0.65%,16123577,0.60%,1511578,0.06%,193392,0.01%,51449330,1.90%
5,17147605,群益真善美基金,19027199,0.46%,21080126,0.51%,41862175,1.02%,4186210,0.10%,29016,0.00%,86184726,2.10%
4,17611808,群益全球數位基金,10484793,1.31%,668113,0.08%,20446032,2.54%,3037697,0.38%,4590,0.00%,34641225,4.31%
6,18038823,群益安信基金,0,0.00%,296299,0.00%,35446725,0.17%,8491961,0.04%,350,0.00%,44235335,0.21%
5,18037845,群益平衡王基金,7195503,1.38%,9113085,1.74%,8072069,1.54%,807210,0.15%,4248,0.00%,25192115,4.82%
1,97972846,德信大發基金,12884919,2.03%,15768054,2.48%,17070654,2.68%,1593254,0.25%,300431,0.05%,47617312,7.49%
6,97991040,德信萬年基金,0,0.00%,0,0.00%,37073245,0.21%,11857775,0.07%,0,0.00%,48931020,0.27%
2,81589042,德信跨世紀基金,5344452,2.70%,5778069,2.92%,4284881,2.17%,463284,0.23%,421,0.00%,15871107,8.02%
2,73988171,德信全方位基金,5131255,1.59%,5491977,1.71%,3825872,1.19%,409536,0.13%,267,0.00%,14858907,4.61%
2,18033138,德信數位時代基金,8342352,1.27%,9270332,1.41%,10915329,1.66%,1123141,0.17%,864,0.00%,29652018,4.50%
5,18040623,德信長春藤基金,4244346,1.63%,4282046,1.64%,3827813,1.47%,382785,0.15%,5201,0.00%,12742191,4.88%
2,97982984,金鼎概念型基金,6183139,2.25%,6621740,2.41%,3831450,1.40%,357600,0.13%,398,0.00%,16994327,6.19%
2,97997635,金鼎大利基金,11597856,1.45%,12392645,1.55%,8506913,1.07%,744357,0.09%,824,0.00%,33242595,4.17%
6,97998424,金鼎債券基金,0,0.00%,0,0.00%,87392657,0.26%,19975467,0.06%,0,0.00%,107368124,0.33%
2,20094672,金鼎寶櫃基金,13364100,1.11%,14514153,1.20%,14957319,1.24%,1402252,0.12%,228,0.00%,44238052,3.67%
2,81583363,金鼎精銳基金,4088619,2.55%,4440527,2.77%,3134420,1.95%,311887,0.19%,334,0.00%,11975787,7.46%
2,73999260,金鼎行動基金,5096908,2.77%,5485816,2.98%,3231690,1.75%,316233,0.17%,273,0.00%,14130920,7.67%
2,17141335,金鼎科技金融基金,10186821,1.53%,11133244,1.67%,8768239,1.31%,822233,0.12%,1145,0.00%,30911682,4.63%
6,17147909,金鼎鼎益基金,0,0.00%,0,0.00%,28338642,0.32%,6477411,0.07%,0,0.00%,34816053,0.40%
2,18037182,中央國際精鑽基金,13529861,5.56%,15355480,6.31%,7332876,3.01%,687461,0.28%,37961,0.02%,36943639,15.19%
6,18044796,中央國際寶鑽債券基金,0,0.00%,0,0.00%,7319231,0.14%,1672962,0.03%,9728,0.00%,9001921,0.17%
2,20084317,日盛日盛基金,22918215,0.98%,24285430,1.04%,27669306,1.19%,2594002,0.11%,1618408,0.07%,79085361,3.40%
6,81580387,日盛債券基金,0,0.00%,0,0.00%,109981531,0.25%,29328398,0.07%,107374,0.00%,139417303,0.31%
2,81584975,日盛上選基金,22486952,1.26%,24087848,1.35%,20236482,1.14%,1897171,0.11%,972,0.00%,68709425,3.86%
2,73988876,日盛小而美基金,5397076,1.50%,5862000,1.63%,5153357,1.43%,483130,0.13%,118467,0.03%,17014030,4.74%
2,17147078,日盛精選五虎基金,7499630,1.57%,8079343,1.69%,8219227,1.72%,770644,0.16%,397,0.00%,24569241,5.15%
2,17607591,日盛高科技基金,31553915,0.71%,35240518,0.79%,70238131,1.57%,6584811,0.15%,373,0.00%,143617748,3.22%
4,18028748,日盛美亞高科技基金,4824613,0.84%,468852,0.08%,12737618,2.21%,1746869,0.30%,4054,0.00%,19782006,3.44%
5,18487383,日盛平衡基金,8680660,1.32%,8587316,1.31%,11681904,1.78%,1168193,0.18%,2798,0.00%,30120871,4.59%
2,20094820,友邦巨人基金,20423567,0.80%,22060024,0.86%,35164541,1.38%,3296685,0.13%,1013274,0.04%,81958091,3.21%
6,73992978,友邦巨輪基金,0,0.00%,0,0.00%,15715583,0.33%,4190819,0.09%,25524,0.00%,19931926,0.42%
2,83864570,友邦巨鵬基金,4391353,1.73%,4573682,1.80%,4422543,1.74%,421588,0.17%,249105,0.10%,14058271,5.52%
2,17607889,友邦網路商務基金,3020978,0.51%,3205234,0.54%,9148070,1.53%,857631,0.14%,325097,0.05%,16557010,2.77%
2,81587889,復華復華基金,6614290,1.08%,7075722,1.16%,9808048,1.61%,920396,0.15%,279,0.00%,24418735,4.00%
6,73980446,復華債券基金,1745492,0.01%,2830482,0.01%,121411087,0.35%,27751101,0.08%,1085,0.00%,153739247,0.44%
2,73998086,復華高成長基金,31339489,2.47%,33831380,2.67%,21317848,1.68%,2000168,0.16%,329,0.00%,88489214,6.98%
5,17138818,復華傳家基金,4388798,0.14%,4186362,0.13%,52584133,1.62%,6573018,0.20%,2575,0.00%,67734886,2.09%
6,17597405,復華有利基金,546864,0.01%,555979,0.01%,52554742,0.49%,8408543,0.08%,1409,0.00%,62067537,0.58%
2,17608487,復華數位經濟基金,9771359,0.63%,10937566,0.71%,24223409,1.57%,2271119,0.15%,353,0.00%,47203806,3.05%
5,18035945,復華傳家基金二號,5685806,0.40%,6783176,0.48%,26031141,1.83%,2603110,0.18%,1144,0.00%,41104377,2.89%
2,18488279,復華中小精選基金,2938504,0.40%,2357919,0.32%,10687939,1.46%,1002004,0.14%,343,0.00%,16986709,2.32%
6,13528619,復華信天翁基金,1244304,0.01%,415123,0.00%,19999758,0.11%,4572648,0.02%,335,0.00%,26232168,0.14%
2,81588536,大眾大眾基金,12340527,1.45%,13311232,1.57%,13870049,1.63%,1301208,0.15%,111177,0.01%,40934193,4.82%
6,73987460,大眾債券基金,0,0.00%,0,0.00%,38595466,0.20%,10292123,0.05%,2260,0.00%,48889849,0.26%
2,73991154,大眾科技基金,7963197,2.32%,8814937,2.57%,5427648,1.58%,509967,0.15%,332,0.00%,22716081,6.62%
2,17145331,大眾精湛基金,7410266,2.62%,8060769,2.85%,4881025,1.73%,457656,0.16%,42007,0.01%,20851723,7.37%
5,18036493,大眾優質平衡基金,10409155,3.23%,11873587,3.69%,7162348,2.22%,895289,0.28%,290,0.00%,30340669,9.42%
2,18496849,大眾創業家基金,3292954,0.74%,3155973,0.71%,6037766,1.36%,566041,0.13%,0,0.00%,13052734,2.94%
2,81588310,聯合創世紀基金,3227242,0.85%,3271651,0.86%,4072592,1.07%,423121,0.11%,75412,0.02%,11070018,2.92%
6,81598540,聯合聯合債券基金,0,0.00%,0,0.00%,30752828,0.27%,7029224,0.06%,6490,0.00%,37788542,0.33%
2,73992013,聯合領航科技基金,3374255,0.68%,3575071,0.73%,6957069,1.41%,715637,0.15%,17513,0.00%,14639545,2.97%
2,17140075,聯合哥倫布基金,4664619,0.85%,5017134,0.91%,8095842,1.47%,832716,0.15%,157609,0.03%,18767920,3.42%
4,17612686,聯合新世紀基金,8456458,1.44%,1607334,0.27%,14208893,2.41%,2377466,0.40%,954346,0.16%,27604497,4.69%
2,81594690,大華大華基金,6908322,1.53%,7368255,1.63%,6410974,1.42%,601033,0.13%,823,0.00%,21289407,4.70%
6,73982015,大華債券基金,0,0.00%,0,0.00%,136776334,0.31%,31263160,0.07%,0,0.00%,168039494,0.38%
2,17152509,大華高科技基金,18756493,1.40%,20247350,1.51%,20866370,1.56%,1956220,0.15%,824,0.00%,61827257,4.61%
4,18031785,大華亞洲科技基金,2027254,1.01%,203424,0.10%,3430403,1.71%,604722,0.30%,8635973,4.31%,14901776,7.44%
6,18496904,大華安益債券基金,0,0.00%,0,0.00%,7197663,0.67%,1141250,0.11%,91649,0.01%,8430562,0.79%
2,73988051,富鼎富鼎基金,19077913,5.37%,22826683,6.42%,14860257,4.18%,1395624,0.39%,385,0.00%,58160862,16.37%
6,83863018,富鼎益利信基金,0,0.00%,0,0.00%,141564327,0.50%,32357562,0.11%,6590,0.00%,173928479,0.61%
2,17141187,富鼎半導體科技基金,28735441,3.42%,31521339,3.75%,22027912,2.62%,2068062,0.25%,339,0.00%,84353093,10.03%
2,17601891,富鼎大三元基金,31100821,3.04%,34509306,3.38%,28674591,2.81%,2689970,0.26%,791,0.00%,96975479,9.49%
5,18038078,富鼎精穩基金,11461664,1.83%,11490538,1.83%,13811828,2.20%,1726480,0.28%,5577,0.00%,38496087,6.14%
2,18040102,富鼎新興中小基金,2835733,1.86%,2624000,1.72%,10000819,6.54%,939468,0.61%,244,0.00%,16400264,10.73%
2,18495497,富鼎大台灣基金,1620525,1.10%,1524406,1.04%,5201649,3.54%,491842,0.33%,20,0.00%,8838442,6.02%
6,13537151,富鼎優質債券基金,0,0.00%,0,0.00%,2696501,0.15%,606712,0.03%,0,0.00%,3303213,0.19%
2,73982057,金亞太基金,8454300,2.19%,9263065,2.40%,5427088,1.41%,508982,0.13%,56088,0.01%,23709523,6.14%
6,83863973,金亞太債券基金,0,0.00%,0,0.00%,45172837,0.27%,12046097,0.07%,988531,0.01%,58207465,0.35%
2,17144889,金亞太雙響炮基金,10039693,2.26%,10870240,2.45%,6572895,1.48%,616654,0.14%,5627,0.00%,28105109,6.33%
2,73999515,台育泛亞高倍速基金,3057572,0.00%,3370948,0.00%,3082132,0.00%,288946,0.00%,194,0.00%,9799792,0.00%
6,17612692,台育遠流基金,0,0.00%,0,0.00%,33622688,0.27%,7685196,0.06%,40,0.00%,41307924,0.33%
2,18475372,台育高科技基金,6021298,2.08%,6113412,2.11%,5234441,1.80%,498826,0.17%,100,0.00%,17868077,6.16%
2,83863002,傳山永豐基金,12053980,2.81%,13021000,3.03%,7978567,1.86%,748327,0.17%,500,0.00%,33802374,7.87%
6,17142502,傳山永利債券基金,0,0.00%,0,0.00%,19304607,0.19%,5147895,0.05%,14260,0.00%,24466762,0.24%
2,18031960,傳山高科技基金,11394664,1.60%,12379234,1.73%,12311836,1.72%,1160172,0.16%,362,0.00%,37246268,5.22%
2,18489707,傳山永盛基金,673262,0.44%,635419,0.42%,4594334,3.03%,449365,0.30%,144,0.00%,6352524,4.19%
2,19325979,盛華八八九九成長基金,32247354,1.84%,36634752,2.09%,32471802,1.86%,2816730,0.16%,441,0.00%,104171079,5.95%
6,19341387,盛華1699債券基金,0,0.00%,4084654,0.01%,162653477,0.44%,32530692,0.09%,90,0.00%,199268913,0.54%
2,17602821,盛華2000高科技基金,18545025,1.99%,20545364,2.20%,14232880,1.53%,1334513,0.14%,371,0.00%,54658153,5.86%
2,18034832,盛華8888中小基金,16344935,1.56%,17877108,1.70%,16388594,1.56%,1536636,0.15%,397,0.00%,52147670,4.96%
6,18498728,盛華5599債券基金,0,0.00%,73809,0.00%,10686049,0.10%,2849610,0.03%,0,0.00%,13609468,0.13%
2,19330712,倍立寶利基金,6225578,1.13%,6644451,1.21%,8498218,1.55%,796787,0.15%,392798,0.07%,22557832,4.11%
6,17141530,倍立寶元基金,1160,0.00%,1579033,0.01%,53850278,0.20%,12308628,0.05%,1013837,0.00%,68752936,0.25%
2,17147915,倍立磐石基金,5702830,0.76%,5949103,0.80%,8336631,1.12%,781560,0.10%,316323,0.04%,21086447,2.82%
5,17604709,倍立利基基金,3607001,0.32%,4139911,0.37%,13784490,1.23%,1378453,0.12%,485197,0.04%,23395052,2.09%
2,18040665,倍立高科技基金,5026627,1.06%,6047111,1.27%,9420776,1.98%,883200,0.19%,219307,0.05%,21597021,4.54%
5,18039885,倍立安定基金,1370302,0.35%,1262708,0.32%,7760499,1.96%,776051,0.20%,230563,0.06%,11400123,2.88%
2,19330754,彰銀安泰優質精選基金,19451902,0.61%,21711342,0.68%,43509050,1.36%,4060850,0.13%,1083175,0.03%,89816319,2.81%
6,17143431,彰銀安泰債券基金,0,0.00%,0,0.00%,5647630,0.28%,1290893,0.07%,253035,0.01%,7191558,0.36%
2,17146752,彰銀安泰成長精選基金,15823832,0.75%,17339105,0.82%,31469976,1.48%,2753618,0.13%,249917,0.01%,67636448,3.19%
5,17602250,彰銀安泰平衡精選基金,18853089,0.52%,20905369,0.57%,42821537,1.17%,4282152,0.12%,241361,0.01%,87103508,2.39%
2,18037937,彰銀安泰e科技精選基金,14511972,1.05%,15902471,1.15%,23288320,1.69%,2183291,0.16%,236119,0.02%,56122173,4.08%
5,18039196,彰銀安泰平穩精選,963143,0.39%,1263885,0.51%,4055444,1.63%,405583,0.16%,7182,0.00%,6695237,2.68%
2,18488469,彰銀安泰中小精選基金,4559257,1.36%,4311861,1.29%,7836268,2.34%,734650,0.22%,317157,0.09%,17759193,5.31%
2,19339447,聯邦價值基金,11288909,1.74%,12237895,1.89%,9289580,1.43%,870897,0.13%,554,0.00%,33687835,5.20%
6,17144332,聯邦債券基金,0,0.00%,0,0.00%,41940206,0.23%,9586338,0.05%,70265,0.00%,51596809,0.29%
2,17597236,聯邦精選科技基金,17953815,1.85%,19641259,2.02%,13366403,1.38%,1253106,0.13%,754,0.00%,52215337,5.37%
5,17611820,聯邦雙利基金,7900456,1.79%,8489533,1.93%,5474919,1.24%,547487,0.12%,348,0.00%,22412743,5.09%
2,18496290,聯邦中國龍基金,6089452,1.73%,6192446,1.76%,5820916,1.65%,545708,0.15%,265,0.00%,18648787,5.29%
6,13984587,聯邦優利債券基金,0,0.00%,0,0.00%,772984,0.07%,198912,0.02%,19954,0.00%,991850,0.09%
2,17597600,阿波羅阿波羅基金,33042384,2.25%,47551896,3.23%,25525854,1.74%,2393050,0.16%,348,0.00%,108513532,7.38%
6,18035966,阿波羅所羅門債券基金,0,0.00%,0,0.00%,26269684,0.19%,6004499,0.04%,10487,0.00%,32284670,0.23%
6,18489951,阿波羅美邦債券基金,0,0.00%,0,0.00%,15753642,0.18%,3600825,0.04%,258803,0.00%,19613270,0.23%
2,18499629,阿波羅諾貝爾基金,1373598,0.56%,1747162,0.71%,2100652,0.85%,196936,0.08%,30,0.00%,5418378,2.20%
2,17604124,德盛台灣大壩基金,6895022,0.30%,7699989,0.33%,37830780,1.65%,3546637,0.15%,486898,0.02%,56459326,2.46%
6,18033003,德盛債券大壩基金,0,0.00%,165270,0.00%,31487789,0.18%,8396759,0.05%,193866,0.00%,40243684,0.22%
2,18038149,德盛優選大壩基金,2191949,0.43%,1814455,0.36%,8564804,1.69%,802940,0.16%,145752,0.03%,13519900,2.66%
2,18480065,德盛科技大壩基金,2540263,0.66%,2135597,0.56%,6185544,1.61%,579895,0.15%,83702,0.02%,11525001,3.00%
2,17612497,國泰國泰基金,16143068,0.32%,17975177,0.36%,75376482,1.51%,7066553,0.14%,16268,0.00%,116577548,2.33%
6,18034853,國泰債券基金,0,0.00%,0,0.00%,31032643,0.21%,7093179,0.05%,207006,0.00%,38332828,0.26%
2,18043059,國泰中小成長基金,8391655,0.97%,7896124,0.91%,13378539,1.55%,1254237,0.15%,399,0.00%,30920954,3.58%
5,18494624,國泰平衡基金,957956,0.27%,726965,0.20%,4481434,1.25%,448141,0.12%,5128,0.00%,6619624,1.84%
6,13540374,國泰長利債券基金,0,0.00%,0,0.00%,1197725,0.12%,273771,0.03%,3062,0.00%,1474558,0.14%
2,18030218,富達台灣基金,7529689,0.25%,8693724,0.29%,47536302,1.60%,4456528,0.15%,317,0.00%,68216560,2.29%
2,13984165,富達台灣成長基金,1176446,0.18%,652372,0.10%,1329979,0.21%,124683,0.02%,0,0.00%,3283480,0.51%
2,18492956,蘇黎世媽祖基金,18613920,0.80%,18082757,0.78%,27012829,1.16%,2543112,0.11%,235,0.00%,66252853,2.85%
6,13541747,蘇黎世豐年債券基金,0,0.00%,0,0.00%,639381,0.08%,146144,0.02%,0,0.00%,785525,0.09%
2,18499732,遠東大聯台灣旗艦基金,16081032,0.41%,13827771,0.35%,21616807,0.55%,2026575,0.05%,10,0.00%,53552195,1.35%
6,13999821,遠東大聯台灣債券基金,0,0.00%,0,0.00%,549705,0.03%,125649,0.01%,0,0.00%,675354,0.04%
2,13539952,凱基開創基金,2963378,0.07%,983438,0.02%,15127514,0.35%,1418206,0.03%,0,0.00%,20492536,0.47%
